LOGGING STARTED
robot_main , [MAIN_LOOP] 567993630339 | kalman_calibration | [1.2179804475213112,-0.0035149185805913793]
robot_main , [CONTROLLER] 567993650449 | stability_controller | [1.1007152309570314,0.6121359709666951,6.503068379762405]
robot_main , [MAIN_LOOP] 567993650500 | robot_frequency | [216.26779318426134,3,216.12730123419198]
robot_main , [CONTROLLER] 567993650500 | speed_controller | [0.0,5.79296875,1.162853515625]
robot_main , [CONTROLLER] 567993650500 | stability_controller | [1.162853515625,0.5849637986260278,61.16905882608697]
robot_main , [MAIN_LOOP] 567993650551 | robot_frequency | [215.47430370917624,14,216.12730123419198]
robot_main , [CONTROLLER] 567993650551 | speed_controller | [0.0,8.18359375,1.314658203125]
robot_main , [CONTROLLER] 567993650551 | stability_controller | [1.314658203125,0.5912199000785766,46.451282286578476]
robot_main , [MAIN_LOOP] 567993650602 | robot_frequency | [215.2795085593785,25,216.12730123419198]
robot_main , [CONTROLLER] 567993650602 | speed_controller | [0.0,9.32421875,1.387087890625]
robot_main , [CONTROLLER] 567993650602 | stability_controller | [1.387087890625,0.6749026272601266,-0.9740890612353468]
robot_main , [MAIN_LOOP] 567993650653 | robot_frequency | [215.72465056734603,36,216.12730123419198]
robot_main , [CONTROLLER] 567993650653 | speed_controller | [0.0,8.22265625,1.317138671875]
robot_main , [CONTROLLER] 567993650653 | stability_controller | [1.317138671875,0.7542085701112057,0.15769388783040306]
robot_main , [MAIN_LOOP] 567993650704 | robot_frequency | [215.7813097638854,47,216.12730123419198]
robot_main , [CONTROLLER] 567993650704 | speed_controller | [0.0,7.509765625,1.2718701171875]
robot_main , [CONTROLLER] 567993650704 | stability_controller | [1.2718701171875,0.7785281446376525,2.1896099803558133]
robot_main , [MAIN_LOOP] 567993650755 | robot_frequency | [215.77553784887937,58,216.12730123419198]
robot_main , [CONTROLLER] 567993650755 | speed_controller | [0.0,8.203125,1.3158984375]
robot_main , [CONTROLLER] 567993650755 | stability_controller | [1.3158984375,0.7682502815908687,23.67664588192414]
robot_main , [MAIN_LOOP] 567993650806 | robot_frequency | [215.77859810419287,69,216.12730123419198]
robot_main , [CONTROLLER] 567993650806 | speed_controller | [0.0,9.921875,1.4250390624999998]
robot_main , [CONTROLLER] 567993650806 | stability_controller | [1.4250390624999998,0.7919910235293122,50.55448934798152]
robot_main , [MAIN_LOOP] 567993650856 | robot_frequency | [215.90054360264452,80,216.12730123419198]
robot_main , [CONTROLLER] 567993650856 | speed_controller | [0.0,11.9140625,1.55154296875]
robot_main , [CONTROLLER] 567993650856 | stability_controller | [1.55154296875,0.7996671097241879,31.97273660945384]
robot_main , [MAIN_LOOP] 567993650907 | robot_frequency | [215.9717534733692,91,216.12730123419198]
robot_main , [CONTROLLER] 567993650907 | speed_controller | [0.0,12.19921875,1.569650390625]
robot_main , [CONTROLLER] 567993650907 | stability_controller | [1.569650390625,0.90136405621247,-1.7167642234608973]
robot_main , [MAIN_LOOP] 567993650958 | robot_frequency | [218.0347066964761,1,216.04900658387658]
robot_main , [CONTROLLER] 567993650958 | speed_controller | [0.0,10.515625,1.4627421875]
robot_main , [CONTROLLER] 567993650958 | stability_controller | [1.4627421875,0.9789565446822863,-45.550595137336636]
robot_main , [MAIN_LOOP] 567993651009 | robot_frequency | [217.2684076582009,12,216.04900658387658]
robot_main , [CONTROLLER] 567993651009 | speed_controller | [0.0,9.875,1.4220625]
robot_main , [CONTROLLER] 567993651009 | stability_controller | [1.4220625,0.9869188831604965,-0.06385986884579964]
robot_main , [MAIN_LOOP] 567993651059 | robot_frequency | [217.07002669798467,23,216.04900658387658]
robot_main , [CONTROLLER] 567993651059 | speed_controller | [0.0,11.05078125,1.496724609375]
robot_main , [CONTROLLER] 567993651059 | stability_controller | [1.496724609375,0.9458863626707333,27.76038687862544]
robot_main , [MAIN_LOOP] 567993651110 | robot_frequency | [216.87847008509186,34,216.04900658387658]
robot_main , [CONTROLLER] 567993651110 | speed_controller | [0.0,13.5546875,1.65572265625]
robot_main , [CONTROLLER] 567993651110 | stability_controller | [1.65572265625,0.9632330474014659,22.832231582644177]
robot_main , [MAIN_LOOP] 567993651161 | robot_frequency | [216.4754383800088,45,216.04900658387658]
robot_main , [CONTROLLER] 567993651161 | speed_controller | [0.0,13.1171875,1.62794140625]
robot_main , [CONTROLLER] 567993651161 | stability_controller | [1.62794140625,1.111406225260155,-50.482329915224305]
robot_main , [MAIN_LOOP] 567993651212 | robot_frequency | [216.4954111969941,56,216.04900658387658]
robot_main , [CONTROLLER] 567993651212 | speed_controller | [0.0,10.5,1.4617499999999999]
robot_main , [CONTROLLER] 567993651212 | stability_controller | [1.4617499999999999,1.177147113134144,-9.7456710962988]
robot_main , [MAIN_LOOP] 567993651263 | robot_frequency | [216.475902478418,67,216.04900658387658]
robot_main , [CONTROLLER] 567993651263 | speed_controller | [0.0,10.15234375,1.4396738281249999]
robot_main , [CONTROLLER] 567993651263 | stability_controller | [1.4396738281249999,1.125015160221822,30.01423463923559]
robot_main , [MAIN_LOOP] 567993651314 | robot_frequency | [216.56763610683592,78,216.04900658387658]
robot_main , [CONTROLLER] 567993651314 | speed_controller | [0.0,12.6875,1.60065625]
robot_main , [CONTROLLER] 567993651314 | stability_controller | [1.60065625,1.0790888009533692,47.73196735279993]
robot_main , [MAIN_LOOP] 567993651364 | robot_frequency | [216.58411822426217,89,216.04900658387658]
robot_main , [CONTROLLER] 567993651364 | speed_controller | [0.0,14.1015625,1.69044921875]
robot_main , [CONTROLLER] 567993651364 | stability_controller | [1.69044921875,1.1581313591388331,-6.085517694644501]
robot_main , [MAIN_LOOP] 567993651415 | robot_frequency | [216.5527227796169,100,216.04900658387658]
robot_main , [CONTROLLER] 567993651415 | speed_controller | [0.0,12.9609375,1.6180195312499999]
robot_main , [CONTROLLER] 567993651415 | stability_controller | [1.6180195312499999,1.2284017069329276,-39.797179177353655]
robot_main , [MAIN_LOOP] 567993651466 | robot_frequency | [216.96278590815183,10,216.5527227796169]
robot_main , [CONTROLLER] 567993651466 | speed_controller | [0.0,11.3984375,1.51880078125]
robot_main , [CONTROLLER] 567993651466 | stability_controller | [1.51880078125,1.2775606936671033,-15.817405372363005]
robot_main , [MAIN_LOOP] 567993651517 | robot_frequency | [216.86194797548308,21,216.5527227796169]
robot_main , [CONTROLLER] 567993651517 | speed_controller | [0.0,11.30078125,1.512599609375]
robot_main , [CONTROLLER] 567993651517 | stability_controller | [1.512599609375,1.2446620381074895,13.787744892991405]
robot_main , [MAIN_LOOP] 567993651568 | robot_frequency | [216.68165215746131,32,216.5527227796169]
robot_main , [CONTROLLER] 567993651568 | speed_controller | [0.0,12.8046875,1.60809765625]
robot_main , [CONTROLLER] 567993651568 | stability_controller | [1.60809765625,1.230761767815068,37.76539059541984]
robot_main , [MAIN_LOOP] 567993651619 | robot_frequency | [216.43565767314988,43,216.5527227796169]
robot_main , [CONTROLLER] 567993651619 | speed_controller | [0.0,13.7890625,1.6706054687499998]
robot_main , [CONTROLLER] 567993651619 | stability_controller | [1.6706054687499998,1.2600940627525692,-0.07618982575933053]
robot_main , [MAIN_LOOP] 567993651669 | robot_frequency | [216.53748426734322,54,216.5527227796169]
robot_main , [CONTROLLER] 567993651669 | speed_controller | [0.0,12.6953125,1.60115234375]
robot_main , [CONTROLLER] 567993651669 | stability_controller | [1.60115234375,1.3457770883444433,-12.46135485093561]
robot_main , [MAIN_LOOP] 567993651720 | robot_frequency | [216.64828438913372,65,216.5527227796169]
robot_main , [CONTROLLER] 567993651720 | speed_controller | [0.0,10.93359375,1.4892832031249998]
robot_main , [CONTROLLER] 567993651720 | stability_controller | [1.4892832031249998,1.372114978530599,-31.54054977646715]
robot_main , [MAIN_LOOP] 567993651771 | robot_frequency | [216.5377234079931,76,216.5527227796169]
robot_main , [CONTROLLER] 567993651771 | speed_controller | [0.0,10.7734375,1.47911328125]
robot_main , [CONTROLLER] 567993651771 | stability_controller | [1.47911328125,1.3300416721439343,36.65154090124729]
robot_main , [MAIN_LOOP] 567993651822 | robot_frequency | [216.44412363861971,87,216.5527227796169]
robot_main , [CONTROLLER] 567993651822 | speed_controller | [0.0,12.33984375,1.578580078125]
robot_main , [CONTROLLER] 567993651822 | stability_controller | [1.578580078125,1.286446659016697,43.294422023387924]
robot_main , [MAIN_LOOP] 567993651873 | robot_frequency | [216.37170024746857,98,216.5527227796169]
robot_main , [CONTROLLER] 567993651873 | speed_controller | [0.0,14.02734375,1.685736328125]
robot_main , [CONTROLLER] 567993651873 | stability_controller | [1.685736328125,1.3001386529495533,-2.019855323294945]
robot_main , [MAIN_LOOP] 567993651924 | robot_frequency | [216.43310450442152,8,216.39188467057997]
robot_main , [CONTROLLER] 567993651924 | speed_controller | [0.0,12.8984375,1.61405078125]
robot_main , [CONTROLLER] 567993651924 | stability_controller | [1.61405078125,1.3962250498999627,-37.47738179681537]
robot_main , [MAIN_LOOP] 567993651975 | robot_frequency | [216.2192395471232,19,216.39188467057997]
robot_main , [CONTROLLER] 567993651975 | speed_controller | [0.0,11.078125,1.4984609375]
robot_main , [CONTROLLER] 567993651975 | stability_controller | [1.4984609375,1.425578612079156,-6.666122994781035]
robot_main , [CONTROLLER] 567993652229 | speed_controller | [0.0,11.46875,1.523265625]
robot_main , [CONTROLLER] 567993652229 | stability_controller | [1.523265625,1.4633145187836152,-35.33887083513799]
robot_main , [MAIN_LOOP] 567993652279 | robot_frequency | [216.46797418601628,85,216.39188467057997]
robot_main , [CONTROLLER] 567993652279 | speed_controller | [0.0,10.07421875,1.434712890625]
robot_main , [CONTROLLER] 567993652279 | stability_controller | [1.434712890625,1.4609497218299243,-1.2318466849779204]
robot_main , [MAIN_LOOP] 567993652330 | robot_frequency | [216.49105338709558,96,216.39188467057997]
robot_main , [CONTROLLER] 567993652330 | speed_controller | [0.0,10.734375,1.4766328125]
robot_main , [CONTROLLER] 567993652330 | stability_controller | [1.4766328125,1.3921000692777856,43.39799866778806]
robot_main , [MAIN_LOOP] 567993652381 | robot_frequency | [216.45864028963373,6,216.52856076528835]
robot_main , [CONTROLLER] 567993652381 | speed_controller | [0.0,11.71875,1.539140625]
robot_main , [CONTROLLER] 567993652381 | stability_controller | [1.539140625,1.4172829640381688,-20.69042935367372]
robot_main , [MAIN_LOOP] 567993652432 | robot_frequency | [215.64911882051123,17,216.52856076528835]
robot_main , [CONTROLLER] 567993652432 | speed_controller | [0.0,10.8671875,1.48506640625]
robot_main , [CONTROLLER] 567993652432 | stability_controller | [1.48506640625,1.4410676069024952,-2.3991712317599587]
robot_main , [MAIN_LOOP] 567993652483 | robot_frequency | [216.17430790189474,28,216.52856076528835]
robot_main , [CONTROLLER] 567993652483 | speed_controller | [0.0,9.87890625,1.422310546875]
robot_main , [CONTROLLER] 567993652483 | stability_controller | [1.422310546875,1.46771719241918,-42.93626668253012]
robot_main , [MAIN_LOOP] 567993652534 | robot_frequency | [216.27697681816994,39,216.52856076528835]
robot_main , [CONTROLLER] 567993652534 | speed_controller | [0.0,8.9921875,1.36600390625]
robot_main , [CONTROLLER] 567993652534 | stability_controller | [1.36600390625,1.4378468196338778,12.734604081690023]
robot_main , [MAIN_LOOP] 567993652585 | robot_frequency | [215.83828674217352,50,216.52856076528835]
robot_main , [CONTROLLER] 567993652585 | speed_controller | [0.0,9.78125,1.416109375]
robot_main , [CONTROLLER] 567993652585 | stability_controller | [1.416109375,1.4076018860477746,0.4080787911298699]
robot_main , [MAIN_LOOP] 567993652636 | robot_frequency | [215.88940946776668,61,216.52856076528835]
robot_main , [CONTROLLER] 567993652636 | speed_controller | [0.0,9.828125,1.4190859374999998]
robot_main , [CONTROLLER] 567993652636 | stability_controller | [1.4190859374999998,1.4327545965284827,-10.171726134287645]
robot_main , [MAIN_LOOP] 567993652686 | robot_frequency | [216.0551652956076,72,216.52856076528835]
robot_main , [CONTROLLER] 567993652686 | speed_controller | [0.0,9.234375,1.3813828125]
robot_main , [CONTROLLER] 567993652686 | stability_controller | [1.3813828125,1.4334458698359873,-21.892876827849022]
robot_main , [MAIN_LOOP] 567993652737 | robot_frequency | [216.14451214968486,83,216.52856076528835]
robot_main , [CONTROLLER] 567993652737 | speed_controller | [0.0,8.79296875,1.3533535156249998]
robot_main , [CONTROLLER] 567993652737 | stability_controller | [1.3533535156249998,1.4360353541690052,-6.1227624464047965]
robot_main , [MAIN_LOOP] 567993652789 | robot_frequency | [215.95212010279315,94,216.52856076528835]
robot_main , [CONTROLLER] 567993652789 | speed_controller | [0.0,8.734375,1.3496328125]
robot_main , [CONTROLLER] 567993652789 | stability_controller | [1.3496328125,1.4208717052231548,-4.42820472583402]
robot_main , [MAIN_LOOP] 567993652839 | robot_frequency | [215.55342712936502,4,216.02035258692985]
robot_main , [CONTROLLER] 567993652839 | speed_controller | [0.0,8.8203125,1.35508984375]
robot_main , [CONTROLLER] 567993652839 | stability_controller | [1.35508984375,1.4090133623156063,3.367282734018249]
robot_main , [MAIN_LOOP] 567993652890 | robot_frequency | [216.83763664575946,15,216.02035258692985]
robot_main , [CONTROLLER] 567993652890 | speed_controller | [0.0,8.359375,1.3258203124999999]
robot_main , [CONTROLLER] 567993652890 | stability_controller | [1.3258203124999999,1.4275663436326314,-9.959515794112345]
robot_main , [MAIN_LOOP] 567993652941 | robot_frequency | [216.9040760171933,26,216.02035258692985]
robot_main , [CONTROLLER] 567993652941 | speed_controller | [0.0,7.697265625,1.2837763671875]
robot_main , [CONTROLLER] 567993652941 | stability_controller | [1.2837763671875,1.4280695368891427,-8.783272870339152]
robot_main , [MAIN_LOOP] 567993652992 | robot_frequency | [216.50578280366005,37,216.02035258692985]
robot_main , [CONTROLLER] 567993652992 | speed_controller | [0.0,7.4140625,1.26579296875]
robot_main , [CONTROLLER] 567993652992 | stability_controller | [1.26579296875,1.407534062427173,2.87731057132897]
robot_main , [MAIN_LOOP] 567993653042 | robot_frequency | [216.58446651776055,48,216.02035258692985]
robot_main , [CONTROLLER] 567993653042 | speed_controller | [0.0,7.2890625,1.2578554687499999]
robot_main , [CONTROLLER] 567993653042 | stability_controller | [1.2578554687499999,1.390259370883189,2.8019654961988034]
robot_main , [MAIN_LOOP] 567993653093 | robot_frequency | [216.4729674402467,59,216.02035258692985]
robot_main , [CONTROLLER] 567993653093 | speed_controller | [0.0,7.03125,1.241484375]
robot_main , [CONTROLLER] 567993653093 | stability_controller | [1.241484375,1.3874260757188224,-4.38700415533691]
robot_main , [MAIN_LOOP] 567993653144 | robot_frequency | [216.58052089132622,70,216.02035258692985]
robot_main , [CONTROLLER] 567993653144 | speed_controller | [0.0,6.4609375,1.20526953125]
robot_main , [CONTROLLER] 567993653144 | stability_controller | [1.20526953125,1.3956499752173765,-29.78267364866211]
robot_main , [MAIN_LOOP] 567993653195 | robot_frequency | [216.6070070263709,81,216.02035258692985]
robot_main , [CONTROLLER] 567993653195 | speed_controller | [0.0,5.705078125,1.1572724609375]
robot_main , [CONTROLLER] 567993653195 | stability_controller | [1.1572724609375,1.3735191092244405,2.2084367669465363]
robot_main , [MAIN_LOOP] 567993653247 | robot_frequency | [216.15595760267846,92,216.02035258692985]
robot_main , [CONTROLLER] 567993653247 | speed_controller | [-0.3420361328125,5.8046875,1.1853169506835937]
robot_main , [CONTROLLER] 567993653247 | stability_controller | [1.1853169506835937,1.3442783767508495,12.599647085329593]
robot_main , [MAIN_LOOP] 567993653299 | robot_frequency | [217.31511042335796,2,216.02238364845812]
robot_main , [CONTROLLER] 567993653299 | speed_controller | [-0.7603808593750001,6.541015625,1.2586386767578124]
robot_main , [CONTROLLER] 567993653299 | stability_controller | [1.2586386767578124,1.3364369533146505,10.063802631708876]
robot_main , [MAIN_LOOP] 567993653351 | robot_frequency | [210.36633969797276,13,216.02238364845812]
robot_main , [CONTROLLER] 567993653351 | speed_controller | [-1.1737636718750002,6.939453125,1.3101892666015624]
robot_main , [CONTROLLER] 567993653351 | stability_controller | [1.3101892666015624,1.3639031455710422,-16.685024309263603]
robot_main , [MAIN_LOOP] 567993653403 | robot_frequency | [212.09877194128384,24,216.02238364845812]
robot_main , [CONTROLLER] 567993653403 | speed_controller | [-1.5914609374999997,5.916015625,1.27172476171875]
robot_main , [CONTROLLER] 567993653403 | stability_controller | [1.27172476171875,1.4145443524621968,-15.81131708943343]
robot_main , [MAIN_LOOP] 567993653454 | robot_frequency | [212.64523234894884,35,216.02238364845812]
robot_main , [CONTROLLER] 567993653454 | speed_controller | [-1.9972216796874995,4.80859375,1.227169279785156]
robot_main , [CONTROLLER] 567993653454 | stability_controller | [1.227169279785156,1.4558818377096978,-11.57294914748995]
robot_main , [MAIN_LOOP] 567993653506 | robot_frequency | [211.97757841424732,46,216.02238364845812]
robot_main , [CONTROLLER] 567993653506 | speed_controller | [-2.4172988281249994,3.794921875,1.1894760146484373]
robot_main , [CONTROLLER] 567993653506 | stability_controller | [1.1894760146484373,1.4521528174598726,-8.938953774286471]
robot_main , [MAIN_LOOP] 567993653557 | robot_frequency | [212.74390367351907,57,216.02238364845812]
robot_main , [CONTROLLER] 567993653557 | speed_controller | [-2.824927734374999,3.6435546875,1.2057486337890624]
robot_main , [CONTROLLER] 567993653557 | stability_controller | [1.2057486337890624,1.459722020094203,-3.6786641727152802]
robot_main , [MAIN_LOOP] 567993653608 | robot_frequency | [213.10580300633424,68,216.02238364845812]
robot_main , [CONTROLLER] 567993653608 | speed_controller | [-3.234855468749999,3.712890625,1.2361818769531248]
robot_main , [CONTROLLER] 567993653608 | stability_controller | [1.2361818769531248,1.4454210710933602,24.297531593034545]
robot_main , [MAIN_LOOP] 567993653659 | robot_frequency | [213.56271553890215,79,216.02238364845812]
robot_main , [CONTROLLER] 567993653659 | speed_controller | [-3.6415449218749996,3.501953125,1.2486121259765623]
robot_main , [CONTROLLER] 567993653659 | stability_controller | [1.2486121259765623,1.4903337938772565,-13.639555684320559]
robot_main , [MAIN_LOOP] 567993653711 | robot_frequency | [213.28749956181377,90,216.02238364845812]
robot_main , [CONTROLLER] 567993653711 | speed_controller | [-4.0592568359375,2.326171875,1.2004747231445312]
robot_main , [CONTROLLER] 567993653711 | stability_controller | [1.2004747231445312,1.517664383742421,-22.646689872927244]
robot_main , [MAIN_LOOP] 567993653764 | robot_frequency | [0,0,212.94372656783756]
robot_main , [CONTROLLER] 567993653764 | speed_controller | [-4.4793154296874995,1.55810546875,1.1783762270507812]
robot_main , [CONTROLLER] 567993653764 | stability_controller | [1.1783762270507812,1.5324550649093576,-18.112558216748393]
robot_main , [MAIN_LOOP] 567993653816 | robot_frequency | [211.45679430859863,11,212.94372656783756]
robot_main , [CONTROLLER] 567993653816 | speed_controller | [-4.896958007812498,0.940673828125,1.1656896215820312]
robot_main , [CONTROLLER] 567993653816 | stability_controller | [1.1656896215820312,1.5360912074421156,-8.275836418492968]
robot_main , [MAIN_LOOP] 567993653868 | robot_frequency | [211.1015231389723,22,212.94372656783756]
robot_main , [CONTROLLER] 567993653868 | speed_controller | [-5.316011718749998,0.12628173828125,1.1405856345214842]
robot_main , [CONTROLLER] 567993653868 | stability_controller | [1.1405856345214842,1.5485559681590257,-10.682390032018116]
robot_main , [MAIN_LOOP] 567993653920 | robot_frequency | [212.0756462961206,33,212.94372656783756]
robot_main , [CONTROLLER] 567993653920 | speed_controller | [-5.727528320312498,-0.43212890625,1.1312578627929686]
robot_main , [CONTROLLER] 567993653920 | stability_controller | [1.1312578627929686,1.545592220573511,-5.934698632790316]
robot_main , [MAIN_LOOP] 567993653972 | robot_frequency | [212.3326321645084,44,212.94372656783756]
robot_main , [CONTROLLER] 567993653972 | speed_controller | [-6.1438789062499986,-0.561279296875,1.1494950751953124]
robot_main , [CONTROLLER] 567993653972 | stability_controller | [1.1494950751953124,1.5489437441098828,-16.241095096840347]
robot_main , [MAIN_LOOP] 567993654023 | robot_frequency | [212.55680540340092,55,212.94372656783756]
robot_main , [CONTROLLER] 567993654023 | speed_controller | [-6.554178710937498,-1.29052734375,1.129241861816406]
robot_main , [CONTROLLER] 567993654023 | stability_controller | [1.129241861816406,1.5689288174309777,-25.62940500682279]
robot_main , [MAIN_LOOP] 567993654075 | robot_frequency | [212.56867066618395,66,212.94372656783756]
robot_main , [CONTROLLER] 567993654075 | speed_controller | [-6.969358398437499,-2.15234375,1.100880430175781]
robot_main , [CONTROLLER] 567993654075 | stability_controller | [1.100880430175781,1.5721317782070492,-8.962345447524717]
robot_main , [MAIN_LOOP] 567993654127 | robot_frequency | [212.62216781444693,77,212.94372656783756]
robot_main , [CONTROLLER] 567993654127 | speed_controller | [-6.940771484374999,-3.0107421875,1.0445568603515623]
robot_main , [CONTROLLER] 567993654127 | stability_controller | [1.0445568603515623,1.5858811171239109,-56.052604488664684]
robot_main , [MAIN_LOOP] 567993654178 | robot_frequency | [213.1298902986353,88,212.94372656783756]
robot_main , [CONTROLLER] 567993654178 | speed_controller | [-6.534408203124998,-5.525390625,0.8590726162109372]
robot_main , [CONTROLLER] 567993654178 | stability_controller | [0.8590726162109372,1.5731175950411969,-30.597770432537473]
robot_main , [MAIN_LOOP] 567993654228 | robot_frequency | [213.51582531523988,99,212.94372656783756]
robot_main , [CONTROLLER] 567993654228 | speed_controller | [-6.128306640624997,-7.46484375,0.7085941730308032]
robot_main , [CONTROLLER] 567993654228 | stability_controller | [0.7085941730308032,1.4931728791826513,-9.102457280782486]
robot_main , [MAIN_LOOP] 567993654280 | robot_frequency | [214.94114412082587,9,213.54769084326887]
robot_main , [CONTROLLER] 567993654280 | speed_controller | [-5.719206054687497,-7.37890625,0.6836673002851327]
robot_main , [CONTROLLER] 567993654280 | stability_controller | [0.6836673002851327,1.3591015350177633,20.9720258095804]
robot_main , [MAIN_LOOP] 567993654331 | robot_frequency | [215.67323467498244,20,213.54769084326887]
robot_main , [CONTROLLER] 567993654331 | speed_controller | [-5.311960937499998,-6.427734375,0.7144255748132396]
robot_main , [CONTROLLER] 567993654331 | stability_controller | [0.7144255748132396,1.2605753373699584,13.857094177525331]
robot_main , [MAIN_LOOP] 567993654381 | robot_frequency | [216.1357416056598,31,213.54769084326887]
robot_main , [CONTROLLER] 567993654381 | speed_controller | [-4.9067451171875,-6.26953125,0.6956170726581022]
robot_main , [CONTROLLER] 567993654381 | stability_controller | [0.6956170726581022,1.2298974624134562,-16.951656473818183]
robot_main , [MAIN_LOOP] 567993654432 | robot_frequency | [216.41484422172744,42,213.54769084326887]
robot_main , [CONTROLLER] 567993654432 | speed_controller | [-4.500134765624998,-8.296875,0.5346135451164377]
robot_main , [CONTROLLER] 567993654432 | stability_controller | [0.5346135451164377,1.2371000220043527,-65.29280768179639]
robot_main , [MAIN_LOOP] 567993654483 | robot_frequency | [216.43553346210786,53,213.54769084326887]
robot_main , [CONTROLLER] 567993654483 | speed_controller | [-4.094386718749999,-10.09375,0.38075244514430295]
robot_main , [CONTROLLER] 567993654483 | stability_controller | [0.38075244514430295,1.1354124973154376,-8.074417141785394]
robot_main , [MAIN_LOOP] 567993654533 | robot_frequency | [216.46878551026128,64,213.54769084326887]
robot_main , [CONTROLLER] 567993654533 | speed_controller | [-3.6888281249999992,-9.44921875,0.37915799547396367]
robot_main , [CONTROLLER] 567993654533 | stability_controller | [0.37915799547396367,0.9886287913648973,3.609072657335812]
robot_main , [MAIN_LOOP] 567993654584 | robot_frequency | [216.44570905227664,75,213.54769084326887]
robot_main , [CONTROLLER] 567993654584 | speed_controller | [-3.282008789062499,-8.1875,0.41941672078348985]
robot_main , [CONTROLLER] 567993654584 | stability_controller | [0.41941672078348985,0.9208878530504384,2.4710622161292193]
robot_main , [MAIN_LOOP] 567993654635 | robot_frequency | [216.30312664632237,86,213.54769084326887]
robot_main , [CONTROLLER] 567993654635 | speed_controller | [-2.8730878906249995,-9.1640625,0.31696011135228386]
robot_main , [CONTROLLER] 567993654635 | stability_controller | [0.31696011135228386,0.8869735467473521,-33.06358166979918]
robot_main , [MAIN_LOOP] 567993654686 | robot_frequency | [216.31399583349463,97,213.54769084326887]
robot_main , [CONTROLLER] 567993654686 | speed_controller | [-2.4662138671874994,-10.1484375,0.20873839683382867]
robot_main , [CONTROLLER] 567993654686 | stability_controller | [0.20873839683382867,0.8008069669491046,-2.9439903124875464]
robot_main , [MAIN_LOOP] 567993654737 | robot_frequency | [216.34200135631195,7,216.27775142056973]
robot_main , [CONTROLLER] 567993654737 | speed_controller | [-2.0584687499999994,-9.6328125,0.1955762360537303]
robot_main , [CONTROLLER] 567993654737 | stability_controller | [0.1955762360537303,0.6920899253755819,23.706429810801495]
robot_main , [MAIN_LOOP] 567993654788 | robot_frequency | [216.06081228604734,18,216.27775142056973]
robot_main , [CONTROLLER] 567993654788 | speed_controller | [-1.6513300781249989,-8.90625,0.19587983001738668]
robot_main , [CONTROLLER] 567993654788 | stability_controller | [0.19587983001738668,0.6252727018709142,-4.702625683832866]
robot_main , [MAIN_LOOP] 567993654839 | robot_frequency | [216.49819950570955,29,216.27775142056973]
robot_main , [CONTROLLER] 567993654839 | speed_controller | [-1.2460410156249988,-8.625,0.16758681306351825]
robot_main , [CONTROLLER] 567993654839 | stability_controller | [0.16758681306351825,0.5593381083277135,-12.190872401275929]
robot_main , [MAIN_LOOP] 567993654889 | robot_frequency | [216.58476305077275,40,216.27775142056973]
robot_main , [CONTROLLER] 567993654889 | speed_controller | [-0.8402744140624987,-8.59375,0.1241865765019119]
robot_main , [CONTROLLER] 567993654889 | stability_controller | [0.1241865765019119,0.4906761515531594,22.333713127734267]
robot_main , [MAIN_LOOP] 567993654940 | robot_frequency | [216.5412052075318,51,216.27775142056973]
robot_main , [CONTROLLER] 567993654940 | speed_controller | [-0.4336025390624985,-8.421875,0.0878793642726754]
robot_main , [CONTROLLER] 567993654940 | stability_controller | [0.0878793642726754,0.4135095154318883,12.761426128801963]
robot_main , [MAIN_LOOP] 567993654991 | robot_frequency | [216.59032155977042,62,216.27775142056973]
robot_main , [CONTROLLER] 567993654991 | speed_controller | [-0.027659179687498522,-7.70703125,0.08574358812208077]
robot_main , [CONTROLLER] 567993654991 | stability_controller | [0.08574358812208077,0.3484781895621868,-5.764164984088767]
robot_main , [MAIN_LOOP] 567993655042 | robot_frequency | [216.61181720272862,73,216.27775142056973]
robot_main , [CONTROLLER] 567993655042 | speed_controller | [0.0,-6.87109375,0.11817027604855584]
robot_main , [CONTROLLER] 567993655042 | stability_controller | [0.11817027604855584,0.29354666543814595,49.51357936618466]
robot_main , [MAIN_LOOP] 567993655093 | robot_frequency | [216.33314815659827,84,216.27775142056973]
robot_main , [CONTROLLER] 567993655093 | speed_controller | [0.0,-5.6484375,0.17862420692151404]
robot_main , [CONTROLLER] 567993655093 | stability_controller | [0.17862420692151404,0.2729151880612329,21.362336511972412]
robot_main , [MAIN_LOOP] 567993655144 | robot_frequency | [216.2569649566821,95,216.27775142056973]
robot_main , [CONTROLLER] 567993655144 | speed_controller | [0.0,-4.134765625,0.2611389397857337]
robot_main , [CONTROLLER] 567993655144 | stability_controller | [0.2611389397857337,0.24743586890148733,26.939094737934802]
robot_main , [MAIN_LOOP] 567993655195 | robot_frequency | [215.16653242322883,5,216.26765574371785]
robot_main , [CONTROLLER] 567993655195 | speed_controller | [0.0,-3.7802734375,0.27382147010842794]
robot_main , [CONTROLLER] 567993655195 | stability_controller | [0.27382147010842794,0.2793798642444558,-9.283221298372872]
robot_main , [MAIN_LOOP] 567993655246 | robot_frequency | [215.77207513744864,16,216.26765574371785]
robot_main , [CONTROLLER] 567993655246 | speed_controller | [0.0,-4.30078125,0.22975652775525568]
robot_main , [CONTROLLER] 567993655246 | stability_controller | [0.22975652775525568,0.2777058615298259,7.333976554841513]
robot_main , [MAIN_LOOP] 567993655297 | robot_frequency | [216.43421263415087,27,216.26765574371785]
