LOGGING STARTED
robot_main , [MAIN_LOOP] 567993629779 | kalman_calibration | [-33.04723633440943,2.4098633646912434e-4]
robot_main , [MAIN_LOOP] 567993666386 | robot_frequency | [216.60063588605317,52,216.86340289838571]
robot_main , [CONTROLLER] 567993666386 | speed_controller | [0.0,0.0,-0.6795479885585815]
robot_main , [CONTROLLER] 567993666386 | stability_controller | [-0.6795479885585815,-32.20570519291947,540.4875633097533]
robot_main , [MAIN_LOOP] 567993666436 | robot_frequency | [216.58534989045785,63,216.86340289838571]
robot_main , [CONTROLLER] 567993666436 | speed_controller | [0.0,0.0,-0.6795479885585815]
robot_main , [CONTROLLER] 567993666436 | stability_controller | [-0.6795479885585815,-32.18740683717162,511.92566201617706]
robot_main , [MAIN_LOOP] 567993666487 | robot_frequency | [216.6095142447382,74,216.86340289838571]
robot_main , [CONTROLLER] 567993666487 | speed_controller | [0.0,0.0,-0.6795479885585815]
robot_main , [CONTROLLER] 567993666487 | stability_controller | [-0.6795479885585815,-32.18665179228757,450.4290312717297]
robot_main , [MAIN_LOOP] 567993666538 | robot_frequency | [216.69091760765207,85,216.86340289838571]
robot_main , [CONTROLLER] 567993666538 | speed_controller | [0.0,0.0,-0.6795479885585815]
robot_main , [CONTROLLER] 567993666538 | stability_controller | [-0.6795479885585815,-32.206552593871116,539.963916115342]
robot_main , [MAIN_LOOP] 567993666588 | robot_frequency | [216.7235861114199,96,216.86340289838571]
robot_main , [CONTROLLER] 567993666588 | speed_controller | [0.0,0.0,-0.6793994971582292]
robot_main , [CONTROLLER] 567993666588 | stability_controller | [-0.6793994971582292,-32.19078737066849,514.9311947689482]
robot_main , [MAIN_LOOP] 567993666639 | robot_frequency | [217.39254432874338,6,216.7145517063535]
robot_main , [CONTROLLER] 567993666639 | speed_controller | [0.0,0.0,-0.679225158562404]
robot_main , [CONTROLLER] 567993666639 | stability_controller | [-0.679225158562404,-32.194520671422865,451.22683728573963]
robot_main , [MAIN_LOOP] 567993666690 | robot_frequency | [216.87133668984578,17,216.7145517063535]
robot_main , [CONTROLLER] 567993666690 | speed_controller | [0.0,0.0,-0.67857178590979]
robot_main , [CONTROLLER] 567993666690 | stability_controller | [-0.67857178590979,-32.178958755666955,513.0925056654598]
robot_main , [MAIN_LOOP] 567993666741 | robot_frequency | [216.64218825638565,28,216.7145517063535]
robot_main , [CONTROLLER] 567993666741 | speed_controller | [0.0,0.0,-0.6784156225375159]
robot_main , [CONTROLLER] 567993666741 | stability_controller | [-0.6784156225375159,-32.190342258221435,480.0624785800542]
robot_main , [MAIN_LOOP] 567993666792 | robot_frequency | [216.7380979519485,39,216.7145517063535]
robot_main , [CONTROLLER] 567993666792 | speed_controller | [0.0,0.0,-0.6784156225375159]
robot_main , [CONTROLLER] 567993666792 | stability_controller | [-0.6784156225375159,-32.17693214389447,514.0426724966673]
robot_main , [MAIN_LOOP] 567993666842 | robot_frequency | [216.7749176360741,50,216.7145517063535]
robot_main , [CONTROLLER] 567993666842 | speed_controller | [0.0,0.0,-0.6782890990524725]
robot_main , [CONTROLLER] 567993666842 | stability_controller | [-0.6782890990524725,-32.19207970462694,537.4586817243796]
robot_main , [MAIN_LOOP] 567993666893 | robot_frequency | [216.80186004500675,61,216.7145517063535]
robot_main , [CONTROLLER] 567993666893 | speed_controller | [0.0,0.0,-0.6781113637107596]
robot_main , [CONTROLLER] 567993666893 | stability_controller | [-0.6781113637107596,-32.178863909794835,513.0869382436165]
robot_main , [MAIN_LOOP] 567993666944 | robot_frequency | [216.88681513333606,72,216.7145517063535]
robot_main , [CONTROLLER] 567993666944 | speed_controller | [0.0,0.0,-0.6780402514180428]
robot_main , [CONTROLLER] 567993666944 | stability_controller | [-0.6780402514180428,-32.17692623145877,405.74100318082253]
robot_main , [MAIN_LOOP] 567993666994 | robot_frequency | [216.93684155445405,83,216.7145517063535]
robot_main , [CONTROLLER] 567993666994 | speed_controller | [0.0,0.0,-0.6780402514180428]
robot_main , [CONTROLLER] 567993666994 | stability_controller | [-0.6780402514180428,-32.19929862633498,540.1163097932993]
robot_main , [MAIN_LOOP] 567993667045 | robot_frequency | [216.96474650185735,94,216.7145517063535]
robot_main , [CONTROLLER] 567993667045 | speed_controller | [0.0,0.0,-0.6778796063865561]
robot_main , [CONTROLLER] 567993667045 | stability_controller | [-0.6778796063865561,-32.184625450550556,514.3724391434929]
robot_main , [MAIN_LOOP] 567993667095 | robot_frequency | [217.13088442158542,4,216.97350798731685]
robot_main , [CONTROLLER] 567993667095 | speed_controller | [0.0,0.0,-0.6775037218474613]
robot_main , [CONTROLLER] 567993667095 | stability_controller | [-0.6775037218474613,-32.18807596988826,406.21895718917847]
robot_main , [MAIN_LOOP] 567993667146 | robot_frequency | [217.25174981372066,15,216.97350798731685]
robot_main , [CONTROLLER] 567993667146 | speed_controller | [0.0,0.0,-0.677550474912935]
robot_main , [CONTROLLER] 567993667146 | stability_controller | [-0.677550474912935,-32.207626211972624,541.6882959432535]
robot_main , [MAIN_LOOP] 567993667197 | robot_frequency | [217.1110531871629,26,216.97350798731685]
robot_main , [CONTROLLER] 567993667197 | speed_controller | [0.0,0.0,-0.6774070320786731]
robot_main , [CONTROLLER] 567993667197 | stability_controller | [-0.6774070320786731,-32.18769945315788,513.3169032839169]
robot_main , [MAIN_LOOP] 567993667247 | robot_frequency | [217.16561711376025,37,216.97350798731685]
robot_main , [CONTROLLER] 567993667247 | speed_controller | [0.0,0.0,-0.6774070320786731]
robot_main , [CONTROLLER] 567993667247 | stability_controller | [-0.6774070320786731,-32.20180796480719,540.5352540834837]
robot_main , [MAIN_LOOP] 567993667298 | robot_frequency | [217.20407722340178,48,216.97350798731685]
robot_main , [CONTROLLER] 567993667298 | speed_controller | [0.0,0.0,-0.6772407621248449]
robot_main , [CONTROLLER] 567993667298 | stability_controller | [-0.6772407621248449,-32.186029314811236,515.8719464812829]
robot_main , [MAIN_LOOP] 567993667349 | robot_frequency | [217.16736711832033,59,216.97350798731685]
robot_main , [CONTROLLER] 567993667349 | speed_controller | [0.0,0.0,-0.6771656926452702]
robot_main , [CONTROLLER] 567993667349 | stability_controller | [-0.6771656926452702,-32.18898959149089,395.11855065287887]
robot_main , [MAIN_LOOP] 567993667399 | robot_frequency | [217.16806774921503,70,216.97350798731685]
robot_main , [CONTROLLER] 567993667399 | speed_controller | [0.0,0.0,-0.6770036086034665]
robot_main , [CONTROLLER] 567993667399 | stability_controller | [-0.6770036086034665,-32.20476137145327,539.2205292020667]
robot_main , [MAIN_LOOP] 567993667450 | robot_frequency | [217.1265472199598,81,216.97350798731685]
robot_main , [CONTROLLER] 567993667450 | speed_controller | [0.0,0.0,-0.6768231703460619]
robot_main , [CONTROLLER] 567993667450 | stability_controller | [-0.6768231703460619,-32.19226162446608,514.8712708396312]
robot_main , [MAIN_LOOP] 567993667501 | robot_frequency | [217.031686486344,92,216.97350798731685]
robot_main , [CONTROLLER] 567993667501 | speed_controller | [0.0,0.0,-0.6766699649074178]
robot_main , [CONTROLLER] 567993667501 | stability_controller | [-0.6766699649074178,-32.251254492424735,655.7549002387186]
robot_main , [MAIN_LOOP] 567993667552 | robot_frequency | [217.30309257681714,2,217.0452739050823]
robot_main , [CONTROLLER] 567993667552 | speed_controller | [0.0,0.0,-0.6766699649074178]
robot_main , [CONTROLLER] 567993667552 | stability_controller | [-0.6766699649074178,-32.1856533976821,514.2819729638021]
robot_main , [MAIN_LOOP] 567993667602 | robot_frequency | [216.4451761796105,13,217.0452739050823]
robot_main , [CONTROLLER] 567993667602 | speed_controller | [0.0,0.0,-0.6765156838049474]
robot_main , [CONTROLLER] 567993667602 | stability_controller | [-0.6765156838049474,-32.18836710898979,453.6901156936302]
robot_main , [MAIN_LOOP] 567993667653 | robot_frequency | [216.57745979411675,24,217.0452739050823]
robot_main , [CONTROLLER] 567993667653 | speed_controller | [0.0,0.0,-0.6763658764621221]
robot_main , [CONTROLLER] 567993667653 | stability_controller | [-0.6763658764621221,-32.204188001526866,456.57096536444135]
robot_main , [MAIN_LOOP] 567993667704 | robot_frequency | [216.57563025396135,35,217.0452739050823]
robot_main , [CONTROLLER] 567993667704 | speed_controller | [0.0,0.0,-0.6762417280206434]
robot_main , [CONTROLLER] 567993667704 | stability_controller | [-0.6762417280206434,-32.18998547560801,515.042129401282]
robot_main , [MAIN_LOOP] 567993667755 | robot_frequency | [216.54443835082745,46,217.0452739050823]
robot_main , [CONTROLLER] 567993667755 | speed_controller | [0.0,0.0,-0.6762417280206434]
robot_main , [CONTROLLER] 567993667755 | stability_controller | [-0.6762417280206434,-32.189260408490924,456.2396692921694]
robot_main , [MAIN_LOOP] 567993667806 | robot_frequency | [216.33951307563402,57,217.0452739050823]
robot_main , [CONTROLLER] 567993667806 | speed_controller | [0.0,0.0,-0.67602395029174]
robot_main , [CONTROLLER] 567993667806 | stability_controller | [-0.67602395029174,-32.18750098040053,479.5513533291592]
robot_main , [MAIN_LOOP] 567993667857 | robot_frequency | [216.49911029150098,68,217.0452739050823]
robot_main , [CONTROLLER] 567993667857 | speed_controller | [0.0,0.0,-0.6758711866840319]
robot_main , [CONTROLLER] 567993667857 | stability_controller | [-0.6758711866840319,-32.18545165158247,350.1865285468911]
robot_main , [MAIN_LOOP] 567993667907 | robot_frequency | [216.53028230902004,79,217.0452739050823]
robot_main , [CONTROLLER] 567993667907 | speed_controller | [0.0,0.0,-0.6756984936365923]
robot_main , [CONTROLLER] 567993667907 | stability_controller | [-0.6756984936365923,-32.20540008577492,541.3864751458087]
robot_main , [MAIN_LOOP] 567993667958 | robot_frequency | [216.50598373466684,90,217.0452739050823]
robot_main , [CONTROLLER] 567993667958 | speed_controller | [0.0,0.0,-0.6754011417557929]
robot_main , [CONTROLLER] 567993667958 | stability_controller | [-0.6754011417557929,-32.188063890636435,541.9567467555964]
robot_main , [MAIN_LOOP] 567993668009 | robot_frequency | [0,0,216.52251443249202]
robot_main , [CONTROLLER] 567993668009 | speed_controller | [0.0,0.0,-0.6751064166797303]
robot_main , [CONTROLLER] 567993668009 | stability_controller | [-0.6751064166797303,-32.1899471070474,333.3468596728786]
robot_main , [MAIN_LOOP] 567993668060 | robot_frequency | [216.3126320929913,11,216.52251443249202]
robot_main , [CONTROLLER] 567993668060 | speed_controller | [0.0,0.0,-0.6747192164316518]
robot_main , [CONTROLLER] 567993668060 | stability_controller | [-0.6747192164316518,-32.20401940014651,469.36014321665385]
robot_main , [MAIN_LOOP] 567993668111 | robot_frequency | [216.28783058870422,22,216.52251443249202]
robot_main , [CONTROLLER] 567993668111 | speed_controller | [0.0,0.0,-0.6746519546210741]
robot_main , [CONTROLLER] 567993668111 | stability_controller | [-0.6746519546210741,-32.17871018588624,389.8740847941412]
robot_main , [MAIN_LOOP] 567993668161 | robot_frequency | [216.60462298109488,33,216.52251443249202]
robot_main , [CONTROLLER] 567993668161 | speed_controller | [0.0,0.0,-0.6745441690793352]
robot_main , [CONTROLLER] 567993668161 | stability_controller | [-0.6745441690793352,-32.19604298918472,539.5665872096381]
robot_main , [MAIN_LOOP] 567993668212 | robot_frequency | [216.7617854622999,44,216.52251443249202]
robot_main , [CONTROLLER] 567993668212 | speed_controller | [0.0,0.0,-0.674339299486335]
robot_main , [CONTROLLER] 567993668212 | stability_controller | [-0.674339299486335,-32.18030679833162,514.3918972446334]
robot_main , [MAIN_LOOP] 567993668263 | robot_frequency | [216.78019205849972,55,216.52251443249202]
robot_main , [CONTROLLER] 567993668263 | speed_controller | [0.0,0.0,-0.6741628698697]
robot_main , [CONTROLLER] 567993668263 | stability_controller | [-0.6741628698697,-32.19254382404494,536.1705352140666]
robot_main , [MAIN_LOOP] 567993668313 | robot_frequency | [216.88078524621298,66,216.52251443249202]
robot_main , [CONTROLLER] 567993668313 | speed_controller | [0.0,0.0,-0.6741628698697]
robot_main , [CONTROLLER] 567993668313 | stability_controller | [-0.6741628698697,-32.17462376155604,514.0791252219514]
robot_main , [MAIN_LOOP] 567993668364 | robot_frequency | [216.89708964236593,77,216.52251443249202]
robot_main , [CONTROLLER] 567993668364 | speed_controller | [0.0,0.0,-0.6741827387430026]
robot_main , [CONTROLLER] 567993668364 | stability_controller | [-0.6741827387430026,-32.18737683805295,537.7131736683796]
robot_main , [MAIN_LOOP] 567993668415 | robot_frequency | [216.7870558676918,88,216.52251443249202]
robot_main , [CONTROLLER] 567993668415 | speed_controller | [0.0,0.0,-0.674043250821684]
robot_main , [CONTROLLER] 567993668415 | stability_controller | [-0.674043250821684,-32.16644107205821,513.7039345203302]
robot_main , [MAIN_LOOP] 567993668466 | robot_frequency | [216.83774142646132,99,216.52251443249202]
robot_main , [CONTROLLER] 567993668466 | speed_controller | [0.0,0.0,-0.6738487473122445]
robot_main , [CONTROLLER] 567993668466 | stability_controller | [-0.6738487473122445,-32.17133739930761,455.12477014129723]
robot_main , [MAIN_LOOP] 567993668516 | robot_frequency | [217.14380672548063,9,216.79876018073927]
robot_main , [CONTROLLER] 567993668516 | speed_controller | [0.0,0.0,-0.6736896100064992]
robot_main , [CONTROLLER] 567993668516 | stability_controller | [-0.6736896100064992,-32.19225989427227,539.6123362919617]
robot_main , [MAIN_LOOP] 567993668567 | robot_frequency | [216.7870730180939,20,216.79876018073927]
robot_main , [CONTROLLER] 567993668567 | speed_controller | [0.0,0.0,-0.6734885866175541]
robot_main , [CONTROLLER] 567993668567 | stability_controller | [-0.6734885866175541,-32.17443775873253,514.1029450119333]
robot_main , [MAIN_LOOP] 567993668618 | robot_frequency | [216.93302175262866,31,216.79876018073927]
robot_main , [CONTROLLER] 567993668618 | speed_controller | [0.0,0.0,-0.6733524318879139]
robot_main , [CONTROLLER] 567993668618 | stability_controller | [-0.6733524318879139,-32.17752021387444,456.9597239502916]
robot_main , [MAIN_LOOP] 567993668668 | robot_frequency | [216.972141732536,42,216.79876018073927]
robot_main , [CONTROLLER] 567993668668 | speed_controller | [0.0,0.0,-0.6733524318879139]
robot_main , [CONTROLLER] 567993668668 | stability_controller | [-0.6733524318879139,-32.19996110458096,540.9777455699393]
robot_main , [MAIN_LOOP] 567993668719 | robot_frequency | [216.71305186036756,53,216.79876018073927]
robot_main , [CONTROLLER] 567993668719 | speed_controller | [0.0,0.0,-0.6731982737911535]
robot_main , [CONTROLLER] 567993668719 | stability_controller | [-0.6731982737911535,-32.17956431537447,513.3485844003961]
robot_main , [MAIN_LOOP] 567993668770 | robot_frequency | [216.77703800644852,64,216.79876018073927]
robot_main , [CONTROLLER] 567993668770 | speed_controller | [0.0,0.0,-0.6731982737911535]
robot_main , [CONTROLLER] 567993668770 | stability_controller | [-0.6731982737911535,-32.17779057335596,454.04560789109007]
robot_main , [MAIN_LOOP] 567993668821 | robot_frequency | [216.68779823495782,75,216.79876018073927]
robot_main , [CONTROLLER] 567993668821 | speed_controller | [0.0,0.0,-0.6731982737911535]
robot_main , [CONTROLLER] 567993668821 | stability_controller | [-0.6731982737911535,-32.198722541039224,539.9422597569006]
robot_main , [MAIN_LOOP] 567993668872 | robot_frequency | [216.70224011671849,86,216.79876018073927]
robot_main , [CONTROLLER] 567993668872 | speed_controller | [0.0,0.0,-0.6731982737911535]
robot_main , [CONTROLLER] 567993668872 | stability_controller | [-0.6731982737911535,-32.18368881221682,513.6640542335974]
robot_main , [MAIN_LOOP] 567993668922 | robot_frequency | [216.76842618125798,97,216.79876018073927]
robot_main , [CONTROLLER] 567993668922 | speed_controller | [0.0,0.0,-0.6731454679919348]
robot_main , [CONTROLLER] 567993668922 | stability_controller | [-0.6731454679919348,-32.170331128117944,514.2690099219474]
robot_main , [MAIN_LOOP] 567993668973 | robot_frequency | [217.0062882200537,7,216.69096745015133]
robot_main , [CONTROLLER] 567993668973 | speed_controller | [0.0,0.0,-0.6731454679919348]
robot_main , [CONTROLLER] 567993668973 | stability_controller | [-0.6731454679919348,-32.164586010078445,453.2902340600422]
robot_main , [MAIN_LOOP] 567993669024 | robot_frequency | [217.08924579738093,18,216.69096745015133]
robot_main , [CONTROLLER] 567993669024 | speed_controller | [0.0,0.0,-0.6727616180509794]
robot_main , [CONTROLLER] 567993669024 | stability_controller | [-0.6727616180509794,-32.185432840590856,478.31992839292553]
robot_main , [MAIN_LOOP] 567993669075 | robot_frequency | [216.71946567048144,29,216.69096745015133]
robot_main , [CONTROLLER] 567993669075 | speed_controller | [0.0,0.0,-0.6725300822834251]
robot_main , [CONTROLLER] 567993669075 | stability_controller | [-0.6725300822834251,-32.170018697196404,514.1741256744834]
robot_main , [MAIN_LOOP] 567993669125 | robot_frequency | [216.78205660241906,40,216.69096745015133]
robot_main , [CONTROLLER] 567993669125 | speed_controller | [0.0,0.0,-0.6725300822834251]
robot_main , [CONTROLLER] 567993669125 | stability_controller | [-0.6725300822834251,-32.16807449745525,455.2362576192913]
robot_main , [MAIN_LOOP] 567993669176 | robot_frequency | [216.87615957957323,51,216.69096745015133]
robot_main , [CONTROLLER] 567993669176 | speed_controller | [0.0,0.0,-0.6726024239300277]
robot_main , [CONTROLLER] 567993669176 | stability_controller | [-0.6726024239300277,-32.189716007088236,539.2910807463969]
robot_main , [MAIN_LOOP] 567993669227 | robot_frequency | [216.85456618181317,62,216.69096745015133]
robot_main , [CONTROLLER] 567993669227 | speed_controller | [0.0,0.0,-0.6722999450121533]
robot_main , [CONTROLLER] 567993669227 | stability_controller | [-0.6722999450121533,-32.17432150315803,514.5596382771467]
robot_main , [MAIN_LOOP] 567993669277 | robot_frequency | [216.90888767622494,73,216.69096745015133]
robot_main , [CONTROLLER] 567993669277 | speed_controller | [0.0,0.0,-0.6722999450121533]
robot_main , [CONTROLLER] 567993669277 | stability_controller | [-0.6722999450121533,-32.17755043917951,452.7988596427118]
robot_main , [MAIN_LOOP] 567993669328 | robot_frequency | [216.77689226925096,84,216.69096745015133]
robot_main , [CONTROLLER] 567993669328 | speed_controller | [0.0,0.0,-0.6722999450121533]
robot_main , [CONTROLLER] 567993669328 | stability_controller | [-0.6722999450121533,-32.19511586416272,540.0956236114198]
robot_main , [MAIN_LOOP] 567993669379 | robot_frequency | [216.832546076005,95,216.69096745015133]
robot_main , [CONTROLLER] 567993669379 | speed_controller | [0.0,0.64794921875,-0.6310048779258032]
robot_main , [CONTROLLER] 567993669379 | stability_controller | [-0.6310048779258032,-32.174168245256226,601.4845969498267]
robot_main , [MAIN_LOOP] 567993669430 | robot_frequency | [216.86867390917018,5,216.85431897178754]
robot_main , [CONTROLLER] 567993669430 | speed_controller | [0.0,0.0,-0.6721496533164282]
robot_main , [CONTROLLER] 567993669430 | stability_controller | [-0.6721496533164282,-32.17252039888822,449.63425429347683]
robot_main , [MAIN_LOOP] 567993669481 | robot_frequency | [216.55997245178662,16,216.85431897178754]
robot_main , [CONTROLLER] 567993669481 | speed_controller | [0.0,0.0,-0.6722042061325801]
robot_main , [CONTROLLER] 567993669481 | stability_controller | [-0.6722042061325801,-32.16799677360057,541.1236512904036]
robot_main , [MAIN_LOOP] 567993669532 | robot_frequency | [216.32871875120486,27,216.85431897178754]
robot_main , [CONTROLLER] 567993669532 | speed_controller | [0.0,0.0,-0.672097347859587]
robot_main , [CONTROLLER] 567993669532 | stability_controller | [-0.672097347859587,-32.17675030218734,485.1019070010941]
robot_main , [MAIN_LOOP] 567993669583 | robot_frequency | [216.16193735356137,38,216.85431897178754]
robot_main , [CONTROLLER] 567993669583 | speed_controller | [0.0,0.0,-0.6718898644525934]
robot_main , [CONTROLLER] 567993669583 | stability_controller | [-0.6718898644525934,-32.160417283551965,513.471677173552]
robot_main , [MAIN_LOOP] 567993669633 | robot_frequency | [216.42205528929412,49,216.85431897178754]
robot_main , [CONTROLLER] 567993669633 | speed_controller | [0.0,0.0,-0.6717507790215151]
robot_main , [CONTROLLER] 567993669633 | stability_controller | [-0.6717507790215151,-32.17540316428014,536.0546459029778]
robot_main , [MAIN_LOOP] 567993669684 | robot_frequency | [216.55168901342552,60,216.85431897178754]
robot_main , [CONTROLLER] 567993669684 | speed_controller | [0.0,0.21257972717285156,-0.6580299228439335]
robot_main , [CONTROLLER] 567993669684 | stability_controller | [-0.6580299228439335,-32.16172587287031,544.0747048636183]
robot_main , [MAIN_LOOP] 567993669734 | robot_frequency | [216.67604348753176,71,216.85431897178754]
robot_main , [CONTROLLER] 567993669734 | speed_controller | [0.0,0.0,-0.6713767483016718]
robot_main , [CONTROLLER] 567993669734 | stability_controller | [-0.6713767483016718,-32.16384264350047,449.14753986946647]
robot_main , [MAIN_LOOP] 567993669785 | robot_frequency | [216.7501744398637,82,216.85431897178754]
robot_main , [CONTROLLER] 567993669785 | speed_controller | [0.0,0.0,-0.6708991106483745]
robot_main , [CONTROLLER] 567993669785 | stability_controller | [-0.6708991106483745,-32.18408905693278,457.6066840909278]
robot_main , [MAIN_LOOP] 567993669836 | robot_frequency | [216.68984118451968,93,216.85431897178754]
robot_main , [CONTROLLER] 567993669836 | speed_controller | [0.0,0.0,-0.6705551118753074]
robot_main , [CONTROLLER] 567993669836 | stability_controller | [-0.6705551118753074,-32.16847337976487,472.9033148931728]
robot_main , [MAIN_LOOP] 567993669887 | robot_frequency | [217.22726512070963,3,216.72499551326692]
robot_main , [CONTROLLER] 567993669887 | speed_controller | [0.0,0.0,-0.6705551118753074]
robot_main , [CONTROLLER] 567993669887 | stability_controller | [-0.6705551118753074,-32.1700600689538,456.9397223811342]
robot_main , [MAIN_LOOP] 567993669937 | robot_frequency | [217.0914940700921,14,216.72499551326692]
robot_main , [CONTROLLER] 567993669937 | speed_controller | [0.0,0.0,-0.6705073356666805]
robot_main , [CONTROLLER] 567993669937 | stability_controller | [-0.6705073356666805,-32.18908630964182,541.2459839382537]
robot_main , [MAIN_LOOP] 567993669988 | robot_frequency | [217.03677024912452,25,216.72499551326692]
robot_main , [CONTROLLER] 567993669988 | speed_controller | [0.0,0.0,-0.6704762507736648]
robot_main , [CONTROLLER] 567993669988 | stability_controller | [-0.6704762507736648,-32.1700204487609,513.7335916683043]
robot_main , [MAIN_LOOP] 567993670039 | robot_frequency | [216.78096046617262,36,216.72499551326692]
robot_main , [CONTROLLER] 567993670039 | speed_controller | [0.0,0.0,-0.6704762507736648]
robot_main , [CONTROLLER] 567993670039 | stability_controller | [-0.6704762507736648,-32.22587783119417,643.3686765113646]
robot_main , [MAIN_LOOP] 567993670090 | robot_frequency | [216.48182988677002,47,216.72499551326692]
robot_main , [CONTROLLER] 567993670090 | speed_controller | [0.0,0.5074462890625,-0.6379432380672422]
robot_main , [CONTROLLER] 567993670090 | stability_controller | [-0.6379432380672422,-32.16548094050473,582.2686247963327]
robot_main , [MAIN_LOOP] 567993670141 | robot_frequency | [216.53912436419844,58,216.72499551326692]
robot_main , [CONTROLLER] 567993670141 | speed_controller | [0.0,0.0,-0.6700101157913211]
robot_main , [CONTROLLER] 567993670141 | stability_controller | [-0.6700101157913211,-32.16285184014071,446.69422519546333]
robot_main , [MAIN_LOOP] 567993670192 | robot_frequency | [216.50768072282526,69,216.72499551326692]
robot_main , [CONTROLLER] 567993670192 | speed_controller | [0.0,0.0,-0.669535562490031]
robot_main , [CONTROLLER] 567993670192 | stability_controller | [-0.669535562490031,-32.17930061819336,539.9444740510274]
robot_main , [MAIN_LOOP] 567993670242 | robot_frequency | [216.48293595504788,80,216.72499551326692]
robot_main , [CONTROLLER] 567993670242 | speed_controller | [0.0,0.0,-0.6692779731354126]
robot_main , [CONTROLLER] 567993670242 | stability_controller | [-0.6692779731354126,-32.15978773119715,512.8475383417414]
robot_main , [MAIN_LOOP] 567993670293 | robot_frequency | [216.56230087217213,91,216.72499551326692]
robot_main , [CONTROLLER] 567993670293 | speed_controller | [0.0,0.0,-0.6692779731354126]
robot_main , [CONTROLLER] 567993670293 | stability_controller | [-0.6692779731354126,-32.213050154185815,650.9673558726428]
robot_main , [MAIN_LOOP] 567993670344 | robot_frequency | [216.90319847489937,1,216.5927480617429]
robot_main , [CONTROLLER] 567993670344 | speed_controller | [0.0,0.0,-0.6692779731354126]
robot_main , [CONTROLLER] 567993670344 | stability_controller | [-0.6692779731354126,-32.14952420211681,512.5958024640482]
robot_main , [MAIN_LOOP] 567993670394 | robot_frequency | [217.1643431122516,12,216.5927480617429]
robot_main , [CONTROLLER] 567993670394 | speed_controller | [0.0,0.0,-0.6692779731354126]
robot_main , [CONTROLLER] 567993670394 | stability_controller | [-0.6692779731354126,-32.14784531467251,456.6853524724951]
robot_main , [MAIN_LOOP] 567993670445 | robot_frequency | [217.1603586175489,23,216.5927480617429]
robot_main , [CONTROLLER] 567993670445 | speed_controller | [0.0,0.0,-0.6688779159203653]
robot_main , [CONTROLLER] 567993670445 | stability_controller | [-0.6688779159203653,-32.157047175342164,539.0941668234425]
robot_main , [MAIN_LOOP] 567993670496 | robot_frequency | [216.9960553488138,34,216.5927480617429]
robot_main , [CONTROLLER] 567993670496 | speed_controller | [0.0,0.0,-0.6686541087882917]
robot_main , [CONTROLLER] 567993670496 | stability_controller | [-0.6686541087882917,-32.145485265499936,511.7826229701155]
robot_main , [MAIN_LOOP] 567993670547 | robot_frequency | [217.0924504921725,45,216.5927480617429]
robot_main , [CONTROLLER] 567993670547 | speed_controller | [0.0,0.0,-0.6686541087882917]
robot_main , [CONTROLLER] 567993670547 | stability_controller | [-0.6686541087882917,-32.14397084010685,436.6289985004065]
robot_main , [MAIN_LOOP] 567993670598 | robot_frequency | [216.65384280120958,56,216.5927480617429]
robot_main , [CONTROLLER] 567993670598 | speed_controller | [0.0,1.3115234375,-0.584692041196887]
robot_main , [CONTROLLER] 567993670598 | stability_controller | [-0.584692041196887,-32.16190880017492,586.3080509818367]
robot_main , [MAIN_LOOP] 567993670648 | robot_frequency | [216.72512662789916,67,216.5927480617429]
robot_main , [CONTROLLER] 567993670648 | speed_controller | [0.0,0.0,-0.667973779478137]
robot_main , [CONTROLLER] 567993670648 | stability_controller | [-0.667973779478137,-32.14539125820943,447.9179323230348]
robot_main , [MAIN_LOOP] 567993670699 | robot_frequency | [216.6662867384059,78,216.5927480617429]
robot_main , [CONTROLLER] 567993670699 | speed_controller | [0.0,0.0,-0.6677400224028945]
robot_main , [CONTROLLER] 567993670699 | stability_controller | [-0.6677400224028945,-32.16665171359295,540.2703205312387]
robot_main , [MAIN_LOOP] 567993670750 | robot_frequency | [216.74176152599534,89,216.5927480617429]
robot_main , [CONTROLLER] 567993670750 | speed_controller | [0.0,0.0,-0.6675842520079434]
robot_main , [CONTROLLER] 567993670750 | stability_controller | [-0.6675842520079434,-32.14979708742659,512.6191686201267]
robot_main , [MAIN_LOOP] 567993670800 | robot_frequency | [216.78757294562524,100,216.5927480617429]
robot_main , [CONTROLLER] 567993670800 | speed_controller | [0.0,0.0,-0.6673871257312687]
robot_main , [CONTROLLER] 567993670800 | stability_controller | [-0.6673871257312687,-32.153422748903516,453.79331190056934]
robot_main , [MAIN_LOOP] 567993670851 | robot_frequency | [217.00836651176456,10,216.78757294562524]
robot_main , [CONTROLLER] 567993670851 | speed_controller | [0.0,0.0,-0.6673398666958844]
robot_main , [CONTROLLER] 567993670851 | stability_controller | [-0.6673398666958844,-32.171905480033935,540.225580444299]
robot_main , [MAIN_LOOP] 567993670902 | robot_frequency | [216.8623437323713,21,216.78757294562524]
robot_main , [CONTROLLER] 567993670902 | speed_controller | [0.0,0.0,-0.6674114234673041]
robot_main , [CONTROLLER] 567993670902 | stability_controller | [-0.6674114234673041,-32.14638797085492,395.77712998171626]
robot_main , [MAIN_LOOP] 567993670953 | robot_frequency | [216.88576027756255,32,216.78757294562524]
robot_main , [CONTROLLER] 567993670953 | speed_controller | [0.0,0.0,-0.6670672644634585]
robot_main , [CONTROLLER] 567993670953 | stability_controller | [-0.6670672644634585,-32.16603004095918,486.99899489315953]
