LOGGING STARTED
robot_main , [MAIN_LOOP] 567993629750 | kalman_calibration | [-1.2547446067887749,2.1380283336932252e-4]
robot_main , [CONTROLLER] 567993644990 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993645040 | robot_frequency | [216.92852177691154,79,216.54450910829235]
robot_main , [CONTROLLER] 567993645040 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993645091 | robot_frequency | [216.87244346194322,90,216.54450910829235]
robot_main , [CONTROLLER] 567993645091 | stability_controller | [0.7949999999999999,-0.3361525873673892,21.009422197891944]
robot_main , [MAIN_LOOP] 567993645142 | robot_frequency | [0,0,216.64745805116124]
robot_main , [CONTROLLER] 567993645142 | stability_controller | [0.7949999999999999,-0.33658496112557607,21.01091414500066]
robot_main , [MAIN_LOOP] 567993645193 | robot_frequency | [217.20557941577806,11,216.64745805116124]
robot_main , [CONTROLLER] 567993645193 | stability_controller | [0.7949999999999999,-0.3723668536928434,25.400814684491987]
robot_main , [CONTROLLER] 567993645244 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645244 | stability_controller | [0.7949999999999999,-0.4120644959266695,34.84283023206795]
robot_main , [MAIN_LOOP] 567993645294 | robot_frequency | [217.0808417646332,33,216.64745805116124]
robot_main , [CONTROLLER] 567993645294 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645294 | stability_controller | [0.7949999999999999,-0.4349630941516258,22.726965262528545]
robot_main , [MAIN_LOOP] 567993645345 | robot_frequency | [216.94723451014463,44,216.64745805116124]
robot_main , [CONTROLLER] 567993645345 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645345 | stability_controller | [0.7949999999999999,-0.4482312889743294,20.114225344072146]
robot_main , [MAIN_LOOP] 567993645396 | robot_frequency | [216.93113485285758,55,216.64745805116124]
robot_main , [CONTROLLER] 567993645396 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645396 | stability_controller | [0.7949999999999999,-0.4512415680111348,20.936220968429335]
robot_main , [MAIN_LOOP] 567993645447 | robot_frequency | [216.9038861123177,66,216.64745805116124]
robot_main , [CONTROLLER] 567993645447 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645447 | stability_controller | [0.7949999999999999,-0.44479578273234227,17.03928197101149]
robot_main , [MAIN_LOOP] 567993645497 | robot_frequency | [216.929049491162,77,216.64745805116124]
robot_main , [CONTROLLER] 567993645497 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645497 | stability_controller | [0.7949999999999999,-0.42399215398667617,7.882720487653639]
robot_main , [MAIN_LOOP] 567993645548 | robot_frequency | [216.932331840614,88,216.64745805116124]
robot_main , [CONTROLLER] 567993645548 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645548 | stability_controller | [0.7949999999999999,-0.3916247355784242,16.897004814442354]
robot_main , [MAIN_LOOP] 567993645599 | robot_frequency | [216.75747708090123,99,216.64745805116124]
robot_main , [CONTROLLER] 567993645599 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645599 | stability_controller | [0.7949999999999999,-0.36739041769627134,17.149182817485524]
robot_main , [MAIN_LOOP] 567993645650 | robot_frequency | [217.07928959819859,9,216.7611763963389]
robot_main , [CONTROLLER] 567993645650 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645650 | stability_controller | [0.7949999999999999,-0.3584229655646471,12.605174273481262]
robot_main , [MAIN_LOOP] 567993645701 | robot_frequency | [217.0035128881832,20,216.7611763963389]
robot_main , [CONTROLLER] 567993645701 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645701 | stability_controller | [0.7949999999999999,-0.36565719070376246,22.272197937943105]
robot_main , [MAIN_LOOP] 567993645751 | robot_frequency | [216.9690888982996,31,216.7611763963389]
robot_main , [CONTROLLER] 567993645751 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645751 | stability_controller | [0.7949999999999999,-0.3841418940713157,22.113294175047827]
robot_main , [MAIN_LOOP] 567993645802 | robot_frequency | [216.88695742044177,42,216.7611763963389]
robot_main , [CONTROLLER] 567993645802 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993645802 | stability_controller | [0.7949999999999999,-0.40749756716155267,23.604178647431926]
robot_main , [MAIN_LOOP] 567993645853 | robot_frequency | [216.84113794684663,53,216.7611763963389]
robot_main , [CONTROLLER] 567993645853 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993646208 | robot_frequency | [216.78974945996947,29,216.86432130430094]
robot_main , [CONTROLLER] 567993646208 | stability_controller | [0.7949999999999999,-0.3935680312113605,18.725327327939464]
robot_main , [MAIN_LOOP] 567993646309 | robot_frequency | [216.9267306523908,51,216.86432130430094]
robot_main , [CONTROLLER] 567993646309 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993646360 | robot_frequency | [216.9812997939953,62,216.86432130430094]
robot_main , [CONTROLLER] 567993646360 | stability_controller | [0.7949999999999999,-0.4127301719073442,22.3529741971724]
robot_main , [CONTROLLER] 567993646411 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646411 | stability_controller | [0.7949999999999999,-0.42065913498514784,21.00744245885253]
robot_main , [CONTROLLER] 567993646461 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646461 | stability_controller | [0.7949999999999999,-0.4233299348040864,19.784852926572114]
robot_main , [CONTROLLER] 567993646512 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646512 | stability_controller | [0.7949999999999999,-0.42510457357098,18.330206509391203]
robot_main , [MAIN_LOOP] 567993646563 | robot_frequency | [216.94950732955158,5,216.94258148315242]
robot_main , [CONTROLLER] 567993646563 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646563 | stability_controller | [0.7949999999999999,-0.42000769291156115,19.815338798763122]
robot_main , [MAIN_LOOP] 567993646613 | robot_frequency | [217.11602188066885,16,216.94258148315242]
robot_main , [CONTROLLER] 567993646613 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646613 | stability_controller | [0.7949999999999999,-0.41276490708250324,16.226438844200334]
robot_main , [MAIN_LOOP] 567993646664 | robot_frequency | [216.97678963376717,27,216.94258148315242]
robot_main , [CONTROLLER] 567993646664 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646664 | stability_controller | [0.7949999999999999,-0.4042937888060218,19.048909663327724]
robot_main , [MAIN_LOOP] 567993646715 | robot_frequency | [217.03101340006077,38,216.94258148315242]
robot_main , [CONTROLLER] 567993646715 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646715 | stability_controller | [0.7949999999999999,-0.39395982470104807,17.97306008989862]
robot_main , [MAIN_LOOP] 567993646766 | robot_frequency | [216.88151641264028,49,216.94258148315242]
robot_main , [CONTROLLER] 567993646766 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646766 | stability_controller | [0.7949999999999999,-0.38619021857083513,18.880209806419856]
robot_main , [MAIN_LOOP] 567993646816 | robot_frequency | [216.91580762516793,60,216.94258148315242]
robot_main , [CONTROLLER] 567993646816 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646816 | stability_controller | [0.7949999999999999,-0.3823533823846831,19.86368989115174]
robot_main , [MAIN_LOOP] 567993646867 | robot_frequency | [216.7520994976418,71,216.94258148315242]
robot_main , [CONTROLLER] 567993646867 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993646918 | stability_controller | [0.7949999999999999,-0.39469232034071405,20.691596788521757]
robot_main , [MAIN_LOOP] 567993646969 | robot_frequency | [216.82342372456398,93,216.94258148315242]
robot_main , [CONTROLLER] 567993646969 | stability_controller | [0.7949999999999999,-0.4006570355864594,19.583209273937257]
robot_main , [CONTROLLER] 567993647019 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993647070 | robot_frequency | [216.78997492603347,14,216.84833511990615]
robot_main , [CONTROLLER] 567993647070 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993647121 | robot_frequency | [216.83994300533678,25,216.84833511990615]
robot_main , [CONTROLLER] 567993647121 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993647171 | robot_frequency | [216.82543994297978,36,216.84833511990615]
robot_main , [CONTROLLER] 567993647171 | stability_controller | [0.7949999999999999,-0.40028181349940073,19.64414377392873]
robot_main , [MAIN_LOOP] 567993647222 | robot_frequency | [216.68182676409424,47,216.84833511990615]
robot_main , [CONTROLLER] 567993647273 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993647273 | stability_controller | [0.7949999999999999,-0.38913214886222863,21.144204341589774]
robot_main , [MAIN_LOOP] 567993647324 | robot_frequency | [216.74947090827627,69,216.84833511990615]
robot_main , [CONTROLLER] 567993647324 | stability_controller | [0.7949999999999999,-0.3909617248384844,19.62633464876062]
robot_main , [CONTROLLER] 567993647425 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993647425 | stability_controller | [0.7949999999999999,-0.39693982195432276,20.505761104867293]
robot_main , [MAIN_LOOP] 567993647476 | robot_frequency | [217.0526204228711,1,216.8218547271255]
robot_main , [MAIN_LOOP] 567993647527 | robot_frequency | [216.48309029248685,12,216.8218547271255]
robot_main , [CONTROLLER] 567993647527 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993647577 | stability_controller | [0.7949999999999999,-0.40539315610444254,20.504736558649405]
robot_main , [CONTROLLER] 567993647628 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993647679 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993647679 | stability_controller | [0.7949999999999999,-0.39684303841310586,18.479595934072364]
robot_main , [MAIN_LOOP] 567993647780 | robot_frequency | [216.84752216327507,67,216.8218547271255]
robot_main , [CONTROLLER] 567993647780 | stability_controller | [0.7949999999999999,-0.39428497776513544,19.93907379143573]
robot_main , [MAIN_LOOP] 567993647831 | robot_frequency | [216.7659343895989,78,216.8218547271255]
robot_main , [CONTROLLER] 567993647831 | stability_controller | [0.7949999999999999,-0.39610705116665335,18.762318930732224]
robot_main , [MAIN_LOOP] 567993647882 | robot_frequency | [216.80558364764784,89,216.8218547271255]
robot_main , [CONTROLLER] 567993647882 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993647882 | stability_controller | [0.7949999999999999,-0.3922199623305096,16.624178926154315]
robot_main , [MAIN_LOOP] 567993647933 | robot_frequency | [216.8021427197407,100,216.8218547271255]
robot_main , [CONTROLLER] 567993647933 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993647933 | stability_controller | [0.7949999999999999,-0.395951031285399,20.00074085180334]
robot_main , [MAIN_LOOP] 567993647983 | robot_frequency | [217.02619876071503,10,216.8021427197407]
robot_main , [CONTROLLER] 567993647983 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993647983 | stability_controller | [0.7949999999999999,-0.3942741371490067,17.61711841763793]
robot_main , [MAIN_LOOP] 567993648034 | robot_frequency | [216.70093513568455,21,216.8021427197407]
robot_main , [CONTROLLER] 567993648034 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648034 | stability_controller | [0.7949999999999999,-0.39652802246370206,20.61800614301349]
robot_main , [MAIN_LOOP] 567993648086 | robot_frequency | [215.69984913429553,32,216.8021427197407]
robot_main , [CONTROLLER] 567993648086 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648086 | stability_controller | [0.7949999999999999,-0.3987964351616905,20.54848156998388]
robot_main , [MAIN_LOOP] 567993648136 | robot_frequency | [216.0664898383093,43,216.8021427197407]
robot_main , [CONTROLLER] 567993648136 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648136 | stability_controller | [0.7949999999999999,-0.3994610816353164,18.24635315343507]
robot_main , [MAIN_LOOP] 567993648187 | robot_frequency | [216.2149592201123,54,216.8021427197407]
robot_main , [CONTROLLER] 567993648187 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648187 | stability_controller | [0.7949999999999999,-0.39714882300895193,19.279165395350763]
robot_main , [MAIN_LOOP] 567993648238 | robot_frequency | [216.3309642063458,65,216.8021427197407]
robot_main , [CONTROLLER] 567993648238 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648238 | stability_controller | [0.7949999999999999,-0.3977521010959888,16.00138505656544]
robot_main , [MAIN_LOOP] 567993648289 | robot_frequency | [216.31799164714428,76,216.8021427197407]
robot_main , [CONTROLLER] 567993648289 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648289 | stability_controller | [0.7949999999999999,-0.39692917209497597,19.602614648600685]
robot_main , [MAIN_LOOP] 567993648339 | robot_frequency | [216.4278996072614,87,216.8021427197407]
robot_main , [CONTROLLER] 567993648339 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648339 | stability_controller | [0.7949999999999999,-0.3966911011642559,20.444264341746315]
robot_main , [MAIN_LOOP] 567993648390 | robot_frequency | [216.51430986320716,98,216.8021427197407]
robot_main , [CONTROLLER] 567993648390 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648390 | stability_controller | [0.7949999999999999,-0.39672995373815584,17.495854898073176]
robot_main , [MAIN_LOOP] 567993648441 | robot_frequency | [217.2196254266961,8,216.3356202314606]
robot_main , [CONTROLLER] 567993648441 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648441 | stability_controller | [0.7949999999999999,-0.40106161988797784,21.095973225674143]
robot_main , [MAIN_LOOP] 567993648492 | robot_frequency | [216.6106361597968,19,216.3356202314606]
robot_main , [CONTROLLER] 567993648492 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648492 | stability_controller | [0.7949999999999999,-0.40038466898041525,18.367818465767368]
robot_main , [MAIN_LOOP] 567993648543 | robot_frequency | [216.8188204092119,30,216.3356202314606]
robot_main , [CONTROLLER] 567993648543 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648543 | stability_controller | [0.7949999999999999,-0.3995119235874148,18.83935234743692]
robot_main , [MAIN_LOOP] 567993648593 | robot_frequency | [216.8381489732692,41,216.3356202314606]
robot_main , [CONTROLLER] 567993648593 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648593 | stability_controller | [0.7949999999999999,-0.3992613395651472,18.73366088091022]
robot_main , [MAIN_LOOP] 567993648644 | robot_frequency | [216.79273888200603,52,216.3356202314606]
robot_main , [CONTROLLER] 567993648644 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648644 | stability_controller | [0.7949999999999999,-0.3963808536061926,16.515785996868576]
robot_main , [MAIN_LOOP] 567993648695 | robot_frequency | [216.78238875036092,63,216.3356202314606]
robot_main , [CONTROLLER] 567993648695 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648695 | stability_controller | [0.7949999999999999,-0.3901654932457306,18.76327322312856]
robot_main , [MAIN_LOOP] 567993648745 | robot_frequency | [216.83128820142832,74,216.3356202314606]
robot_main , [CONTROLLER] 567993648745 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648745 | stability_controller | [0.7949999999999999,-0.38781563291187193,16.013526496267286]
robot_main , [MAIN_LOOP] 567993648796 | robot_frequency | [216.75794461310113,85,216.3356202314606]
robot_main , [CONTROLLER] 567993648796 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993648847 | robot_frequency | [216.7739785167619,96,216.3356202314606]
robot_main , [CONTROLLER] 567993648847 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993648898 | robot_frequency | [217.32072032913553,6,216.7884629425303]
robot_main , [CONTROLLER] 567993648898 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648898 | stability_controller | [0.7949999999999999,-0.38908877999872377,19.964833324427445]
robot_main , [CONTROLLER] 567993648949 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993648949 | stability_controller | [0.7949999999999999,-0.3923851017897672,20.288615601126704]
robot_main , [CONTROLLER] 567993648999 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993649101 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993649101 | stability_controller | [0.7949999999999999,-0.3970310548685288,18.344643196655696]
robot_main , [MAIN_LOOP] 567993649151 | robot_frequency | [216.86897307030276,61,216.7884629425303]
robot_main , [CONTROLLER] 567993649151 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993649151 | stability_controller | [0.7949999999999999,-0.39929115412449956,17.41650455956922]
robot_main , [MAIN_LOOP] 567993649202 | robot_frequency | [216.9017201831715,72,216.7884629425303]
robot_main , [CONTROLLER] 567993649202 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993649202 | stability_controller | [0.7949999999999999,-0.39595965986182696,19.284192451725946]
robot_main , [MAIN_LOOP] 567993649253 | robot_frequency | [216.68233484596468,83,216.7884629425303]
robot_main , [CONTROLLER] 567993649253 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993649253 | stability_controller | [0.7949999999999999,-0.3951603882960877,19.82483927467173]
robot_main , [MAIN_LOOP] 567993649304 | robot_frequency | [216.74613861258618,94,216.7884629425303]
robot_main , [CONTROLLER] 567993649304 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993649304 | stability_controller | [0.7949999999999999,-0.3945769370686742,18.350030933909146]
robot_main , [MAIN_LOOP] 567993649355 | robot_frequency | [217.0719496527378,4,216.7244097454649]
robot_main , [CONTROLLER] 567993649355 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993649355 | stability_controller | [0.7949999999999999,-0.3933915330603761,19.46626152200047]
robot_main , [MAIN_LOOP] 567993649405 | robot_frequency | [216.90689756307165,15,216.7244097454649]
robot_main , [MAIN_LOOP] 567993650420 | robot_frequency | [216.96101346960336,33,216.6034539014081]
robot_main , [CONTROLLER] 567993650420 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993650420 | stability_controller | [0.7949999999999999,-0.3778487329262702,19.810257105865215]
robot_main , [MAIN_LOOP] 567993650471 | robot_frequency | [217.0230719503761,44,216.6034539014081]
robot_main , [CONTROLLER] 567993650471 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993650471 | stability_controller | [0.7949999999999999,-0.37967023147155127,20.19354517255009]
robot_main , [MAIN_LOOP] 567993650522 | robot_frequency | [217.06159511458202,55,216.6034539014081]
robot_main , [CONTROLLER] 567993650522 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993650522 | stability_controller | [0.7949999999999999,-0.375072796442716,18.956874483893955]
robot_main , [MAIN_LOOP] 567993650572 | robot_frequency | [217.06760580924853,66,216.6034539014081]
robot_main , [CONTROLLER] 567993650572 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993650572 | stability_controller | [0.7949999999999999,-0.3740170390712332,18.87527267380159]
robot_main , [MAIN_LOOP] 567993650624 | robot_frequency | [216.68471863894672,77,216.6034539014081]
robot_main , [CONTROLLER] 567993650624 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993650624 | stability_controller | [0.7949999999999999,-0.3715875266217886,18.20114608924655]
robot_main , [MAIN_LOOP] 567993650675 | robot_frequency | [216.67281242343623,88,216.6034539014081]
robot_main , [CONTROLLER] 567993650776 | stability_controller | [0.7949999999999999,-0.370721312137306,14.124006273705305]
robot_main , [CONTROLLER] 567993650878 | stability_controller | [0.7949999999999999,-0.37039265767700097,18.75311142174799]
robot_main , [MAIN_LOOP] 567993650929 | robot_frequency | [215.93007313523634,42,216.59523344514724]
robot_main , [CONTROLLER] 567993650980 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993651031 | robot_frequency | [216.25630753737533,64,216.59523344514724]
robot_main , [CONTROLLER] 567993651031 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993651081 | robot_frequency | [216.33334671360595,75,216.59523344514724]
robot_main , [CONTROLLER] 567993651081 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651081 | stability_controller | [0.7949999999999999,-0.37619083773620704,19.395655413034486]
robot_main , [MAIN_LOOP] 567993651132 | robot_frequency | [216.33556171900307,86,216.59523344514724]
robot_main , [CONTROLLER] 567993651132 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651132 | stability_controller | [0.7949999999999999,-0.37402511801402033,19.1476791583742]
robot_main , [MAIN_LOOP] 567993651183 | robot_frequency | [216.42533642039882,97,216.59523344514724]
robot_main , [CONTROLLER] 567993651183 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993651234 | robot_frequency | [216.89795443250696,7,216.44766543520748]
robot_main , [CONTROLLER] 567993651234 | stability_controller | [0.7949999999999999,-0.3708320892886519,20.261172071449874]
robot_main , [CONTROLLER] 567993651284 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651640 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651640 | stability_controller | [0.7949999999999999,-0.3749277581957722,18.217853774385265]
robot_main , [MAIN_LOOP] 567993651741 | robot_frequency | [216.6631239421612,16,216.68440315995784]
robot_main , [CONTROLLER] 567993651741 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651741 | stability_controller | [0.7949999999999999,-0.3694253620750832,17.839535207907048]
robot_main , [MAIN_LOOP] 567993651792 | robot_frequency | [216.8035285477843,27,216.68440315995784]
robot_main , [CONTROLLER] 567993651792 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651792 | stability_controller | [0.7949999999999999,-0.36968144142349035,15.929058293623102]
robot_main , [MAIN_LOOP] 567993651843 | robot_frequency | [216.81846159865745,38,216.68440315995784]
robot_main , [CONTROLLER] 567993651843 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651843 | stability_controller | [0.7949999999999999,-0.3661172329980507,18.540324138241054]
robot_main , [MAIN_LOOP] 567993651894 | robot_frequency | [216.49854519504646,49,216.68440315995784]
robot_main , [CONTROLLER] 567993651894 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651894 | stability_controller | [0.7949999999999999,-0.3653005807086389,18.757985335865072]
robot_main , [MAIN_LOOP] 567993651945 | robot_frequency | [216.47639628442138,60,216.68440315995784]
robot_main , [CONTROLLER] 567993651945 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651945 | stability_controller | [0.7949999999999999,-0.3641638760905342,16.68746253571296]
robot_main , [MAIN_LOOP] 567993651995 | robot_frequency | [216.51794425186216,71,216.68440315995784]
robot_main , [CONTROLLER] 567993651995 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993651995 | stability_controller | [0.7949999999999999,-0.3606514152003454,18.42008312005196]
robot_main , [MAIN_LOOP] 567993652046 | robot_frequency | [216.61005102591133,82,216.68440315995784]
robot_main , [CONTROLLER] 567993652046 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993652046 | stability_controller | [0.7949999999999999,-0.3626416345947159,18.542123142710757]
robot_main , [MAIN_LOOP] 567993652097 | robot_frequency | [216.6300960553908,93,216.68440315995784]
robot_main , [CONTROLLER] 567993652097 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993652097 | stability_controller | [0.7949999999999999,-0.36094403431732597,16.432345071214392]
robot_main , [MAIN_LOOP] 567993652148 | robot_frequency | [215.77728608295124,3,216.63077852217688]
robot_main , [CONTROLLER] 567993652148 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993652148 | stability_controller | [0.7949999999999999,-0.3628645518122343,19.5404966784054]
robot_main , [MAIN_LOOP] 567993652198 | robot_frequency | [216.82309023781036,14,216.63077852217688]
robot_main , [CONTROLLER] 567993652198 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993652198 | stability_controller | [0.7949999999999999,-0.3585071210590859,19.138248212258475]
robot_main , [MAIN_LOOP] 567993652249 | robot_frequency | [216.8625544159906,25,216.63077852217688]
robot_main , [CONTROLLER] 567993652249 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993652249 | stability_controller | [0.7949999999999999,-0.3555544462251338,19.02069163407005]
robot_main , [CONTROLLER] 567993652300 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993652300 | stability_controller | [0.7949999999999999,-0.35528410006943406,17.96269284409034]
robot_main , [CONTROLLER] 567993652351 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993652351 | stability_controller | [0.7949999999999999,-0.35538240771652335,20.077020283410977]
robot_main , [MAIN_LOOP] 567993652401 | robot_frequency | [216.83911931524142,58,216.63077852217688]
robot_main , [CONTROLLER] 567993652401 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993652452 | robot_frequency | [216.82123714484834,69,216.63077852217688]
robot_main , [CONTROLLER] 567993652452 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993652503 | robot_frequency | [216.6947868648528,80,216.63077852217688]
robot_main , [CONTROLLER] 567993652503 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [MAIN_LOOP] 567993652554 | robot_frequency | [216.7148769707172,91,216.63077852217688]
robot_main , [CONTROLLER] 567993652554 | stability_controller | [0.7949999999999999,-0.3540495337148379,18.216796926143903]
