LOGGING STARTED
robot_main , [MAIN_LOOP] 567993632583 | kalman_calibration | [3.5283488797369102,-0.01332052738414592]
robot_main , [MAIN_LOOP] 567993640488 | robot_frequency | [152.068674273044,84,152.19298638473086]
robot_main , [CONTROLLER] 567993640488 | speed_controller | [0.0,0.0,0.0,-0.12349212130470733]
robot_main , [CONTROLLER] 567993640488 | stability_controller | [-0.12349212130470733,66.86069466324149,-1179.0601916998596]
robot_main , [MAIN_LOOP] 567993640540 | robot_frequency | [152.1666607058425,92,152.19298638473086]
robot_main , [CONTROLLER] 567993640540 | speed_controller | [0.0,0.0,0.0,-0.12349212130470733]
robot_main , [CONTROLLER] 567993640540 | stability_controller | [-0.12349212130470733,65.36722054434422,-617.4674503531387]
robot_main , [MAIN_LOOP] 567993640593 | robot_frequency | [152.20213799722706,100,152.19298638473086]
robot_main , [CONTROLLER] 567993640593 | speed_controller | [0.0,0.0,0.0,-0.1237653939341053]
robot_main , [CONTROLLER] 567993640593 | stability_controller | [-0.1237653939341053,64.3087961137593,-542.4150714543894]
robot_main , [MAIN_LOOP] 567993640645 | robot_frequency | [151.2064730229042,7,152.20213799722706]
robot_main , [CONTROLLER] 567993640645 | speed_controller | [0.0,0.0,0.0,-0.1237653939341053]
robot_main , [CONTROLLER] 567993640645 | stability_controller | [-0.1237653939341053,63.240703126231274,-1040.7205672122836]
robot_main , [MAIN_LOOP] 567993640698 | robot_frequency | [152.3865093676708,15,152.20213799722706]
robot_main , [CONTROLLER] 567993640698 | speed_controller | [0.0,0.0,0.0,-0.12413323116498395]
robot_main , [CONTROLLER] 567993640698 | stability_controller | [-0.12413323116498395,62.15322228542824,-944.4904766463142]
robot_main , [MAIN_LOOP] 567993640753 | robot_frequency | [152.72043852138182,23,152.20213799722706]
robot_main , [CONTROLLER] 567993640753 | speed_controller | [0.0,0.0,0.0,-0.12413323116498395]
robot_main , [CONTROLLER] 567993640753 | stability_controller | [-0.12413323116498395,61.04105114609624,-997.9470284338885]
robot_main , [MAIN_LOOP] 567993640805 | robot_frequency | [151.05925495738632,31,152.20213799722706]
robot_main , [CONTROLLER] 567993640805 | speed_controller | [0.0,0.0,0.0,-0.1244379479709114]
robot_main , [CONTROLLER] 567993640805 | stability_controller | [-0.1244379479709114,59.6109926584919,-392.9038574981322]
robot_main , [MAIN_LOOP] 567993640859 | robot_frequency | [150.86611798185922,39,152.20213799722706]
robot_main , [CONTROLLER] 567993640859 | speed_controller | [0.0,0.0,0.0,-0.12495497150336542]
robot_main , [CONTROLLER] 567993640859 | stability_controller | [-0.12495497150336542,58.54102860309697,-875.2202961119452]
robot_main , [MAIN_LOOP] 567993640911 | robot_frequency | [151.31429962036916,47,152.20213799722706]
robot_main , [CONTROLLER] 567993640911 | speed_controller | [0.0,0.0,0.0,-0.12514099167504264]
robot_main , [CONTROLLER] 567993640911 | stability_controller | [-0.12514099167504264,57.54127088628564,-1086.4047529764875]
robot_main , [MAIN_LOOP] 567993640963 | robot_frequency | [151.54504165460807,55,152.20213799722706]
robot_main , [CONTROLLER] 567993640963 | speed_controller | [0.0,0.0,0.0,-0.12541008395429618]
robot_main , [CONTROLLER] 567993640963 | stability_controller | [-0.12541008395429618,56.146651735085115,-843.7602150786934]
robot_main , [MAIN_LOOP] 567993641016 | robot_frequency | [151.67157289113598,63,152.20213799722706]
robot_main , [CONTROLLER] 567993641016 | speed_controller | [0.0,0.0,0.0,-0.12559500814981675]
robot_main , [CONTROLLER] 567993641016 | stability_controller | [-0.12559500814981675,55.20004040612967,-985.5198059023712]
robot_main , [MAIN_LOOP] 567993641068 | robot_frequency | [151.8825037217823,71,152.20213799722706]
robot_main , [CONTROLLER] 567993641068 | speed_controller | [0.0,0.0,0.0,-0.12584229543987113]
robot_main , [CONTROLLER] 567993641068 | stability_controller | [-0.12584229543987113,53.84885238238645,-881.8862840299213]
robot_main , [MAIN_LOOP] 567993641120 | robot_frequency | [152.03640671326627,79,152.20213799722706]
robot_main , [CONTROLLER] 567993641120 | speed_controller | [0.0,0.0,0.0,-0.12584229543987113]
robot_main , [CONTROLLER] 567993641120 | stability_controller | [-0.12584229543987113,52.57376012901991,-197.1167290154749]
robot_main , [MAIN_LOOP] 567993641173 | robot_frequency | [151.88108490536936,87,152.20213799722706]
robot_main , [CONTROLLER] 567993641173 | speed_controller | [0.0,0.0,0.0,-0.1263403073614618]
robot_main , [CONTROLLER] 567993641173 | stability_controller | [-0.1263403073614618,51.64678794640336,-783.0021939539158]
robot_main , [MAIN_LOOP] 567993641225 | robot_frequency | [152.02098233339444,95,152.20213799722706]
robot_main , [CONTROLLER] 567993641225 | speed_controller | [0.0,0.0,0.0,-0.12665745731626613]
robot_main , [CONTROLLER] 567993641225 | stability_controller | [-0.12665745731626613,50.452685104844996,-241.78508434242224]
robot_main , [MAIN_LOOP] 567993641278 | robot_frequency | [153.2862470666458,2,152.036886698978]
robot_main , [CONTROLLER] 567993641278 | speed_controller | [0.0,0.0,0.0,-0.12665745731626613]
robot_main , [CONTROLLER] 567993641278 | stability_controller | [-0.12665745731626613,49.57179253435258,-219.23478076051003]
robot_main , [MAIN_LOOP] 567993641330 | robot_frequency | [152.59001048937685,10,152.036886698978]
robot_main , [CONTROLLER] 567993641330 | speed_controller | [0.0,0.0,0.0,-0.12713690246842543]
robot_main , [CONTROLLER] 567993641330 | stability_controller | [-0.12713690246842543,48.71928183625906,-738.4869253836334]
robot_main , [MAIN_LOOP] 567993641382 | robot_frequency | [152.99170204007203,18,152.036886698978]
robot_main , [CONTROLLER] 567993641382 | speed_controller | [0.0,0.0,0.0,-0.12713690246842543]
robot_main , [CONTROLLER] 567993641382 | stability_controller | [-0.12713690246842543,47.92438014235771,-914.8794800111294]
robot_main , [MAIN_LOOP] 567993641434 | robot_frequency | [153.17319404466673,26,152.036886698978]
robot_main , [CONTROLLER] 567993641434 | speed_controller | [0.0,0.0,0.0,-0.12723151488576423]
robot_main , [CONTROLLER] 567993641434 | stability_controller | [-0.12723151488576423,46.77294342953976,-767.9156536028278]
robot_main , [MAIN_LOOP] 567993641487 | robot_frequency | [152.89624797178058,34,152.036886698978]
robot_main , [CONTROLLER] 567993641487 | speed_controller | [0.0,0.0,0.0,-0.12736544065150246]
robot_main , [CONTROLLER] 567993641487 | stability_controller | [-0.12736544065150246,45.99808489518109,-790.8301478292258]
robot_main , [MAIN_LOOP] 567993641540 | robot_frequency | [152.60380251900847,42,152.036886698978]
robot_main , [CONTROLLER] 567993641540 | speed_controller | [0.0,0.0,0.0,-0.12736544065150246]
robot_main , [CONTROLLER] 567993641540 | stability_controller | [-0.12736544065150246,44.87198673002707,-376.15718925487243]
robot_main , [MAIN_LOOP] 567993641592 | robot_frequency | [152.7231329848525,50,152.036886698978]
robot_main , [CONTROLLER] 567993641592 | speed_controller | [0.0,0.0,0.0,-0.12746493710365484]
robot_main , [CONTROLLER] 567993641592 | stability_controller | [-0.12746493710365484,44.052155838748796,-713.697552625909]
robot_main , [MAIN_LOOP] 567993641645 | robot_frequency | [152.63156040475477,58,152.036886698978]
robot_main , [CONTROLLER] 567993641645 | speed_controller | [0.0,0.0,0.0,-0.12746493710365484]
robot_main , [CONTROLLER] 567993641645 | stability_controller | [-0.12746493710365484,42.98382252179675,-232.32078907715504]
robot_main , [MAIN_LOOP] 567993641697 | robot_frequency | [152.63328943790916,66,152.036886698978]
robot_main , [CONTROLLER] 567993641697 | speed_controller | [0.0,0.0,0.0,-0.1276663382670131]
robot_main , [CONTROLLER] 567993641697 | stability_controller | [-0.1276663382670131,42.18796190366972,-684.065335920394]
robot_main , [MAIN_LOOP] 567993641751 | robot_frequency | [152.22419140130935,74,152.036886698978]
robot_main , [CONTROLLER] 567993641751 | speed_controller | [0.0,0.0,0.0,-0.12782118861830258]
robot_main , [CONTROLLER] 567993641751 | stability_controller | [-0.12782118861830258,41.16487350919013,-167.2810741768575]
robot_main , [MAIN_LOOP] 567993641803 | robot_frequency | [152.35247927500185,82,152.036886698978]
robot_main , [CONTROLLER] 567993641803 | speed_controller | [0.0,0.0,0.0,-0.1277259548909808]
robot_main , [CONTROLLER] 567993641803 | stability_controller | [-0.1277259548909808,40.39200982205785,-370.8664325113916]
robot_main , [MAIN_LOOP] 567993641855 | robot_frequency | [152.46026235577628,90,152.036886698978]
robot_main , [CONTROLLER] 567993641855 | speed_controller | [0.0,0.0,0.0,-0.12860893743732799]
robot_main , [CONTROLLER] 567993641855 | stability_controller | [-0.12860893743732799,39.66321016534404,-647.7316595689471]
robot_main , [MAIN_LOOP] 567993641907 | robot_frequency | [152.54232245694476,98,152.036886698978]
robot_main , [CONTROLLER] 567993641907 | speed_controller | [0.0,0.0,0.0,-0.12860893743732799]
robot_main , [CONTROLLER] 567993641907 | stability_controller | [-0.12860893743732799,38.92680719184123,-634.56798309971]
robot_main , [MAIN_LOOP] 567993641960 | robot_frequency | [153.4601855942198,5,152.55687973126194]
robot_main , [CONTROLLER] 567993641960 | speed_controller | [0.0,0.0,0.0,-0.12860004644918285]
robot_main , [CONTROLLER] 567993641960 | stability_controller | [-0.12860004644918285,38.20204861585522,-624.2481179305346]
robot_main , [MAIN_LOOP] 567993642012 | robot_frequency | [152.7509474726731,13,152.55687973126194]
robot_main , [CONTROLLER] 567993642012 | speed_controller | [0.0,0.0,0.0,-0.12860004644918285]
robot_main , [CONTROLLER] 567993642012 | stability_controller | [-0.12860004644918285,37.527425943821235,-667.4454614287949]
robot_main , [MAIN_LOOP] 567993642067 | robot_frequency | [150.97535504789226,21,152.55687973126194]
robot_main , [CONTROLLER] 567993642067 | speed_controller | [0.0,0.0,0.0,-0.12860004644918285]
robot_main , [CONTROLLER] 567993642067 | stability_controller | [-0.12860004644918285,36.575282637263946,-378.89331429802564]
robot_main , [MAIN_LOOP] 567993642121 | robot_frequency | [150.87323802381658,29,152.55687973126194]
robot_main , [CONTROLLER] 567993642121 | speed_controller | [0.0,0.0,0.0,-0.12860004644918285]
robot_main , [CONTROLLER] 567993642121 | stability_controller | [-0.12860004644918285,35.89315261997183,-582.0533680195811]
robot_main , [MAIN_LOOP] 567993642173 | robot_frequency | [150.72280431567006,37,152.55687973126194]
robot_main , [CONTROLLER] 567993642173 | speed_controller | [0.0,0.0,0.0,-0.12860004644918285]
robot_main , [CONTROLLER] 567993642173 | stability_controller | [-0.12860004644918285,35.04171855425978,-568.9144256947413]
robot_main , [MAIN_LOOP] 567993642226 | robot_frequency | [150.94822098551128,45,152.55687973126194]
robot_main , [CONTROLLER] 567993642226 | speed_controller | [0.0,0.0,-0.597412109375,-0.16667392707234308]
robot_main , [CONTROLLER] 567993642226 | stability_controller | [-0.16667392707234308,34.20249337308561,-239.99810726566767]
robot_main , [MAIN_LOOP] 567993642278 | robot_frequency | [151.31994753985333,53,152.55687973126194]
robot_main , [CONTROLLER] 567993642278 | speed_controller | [0.0,0.0,0.0,-0.12894802141209424]
robot_main , [CONTROLLER] 567993642278 | stability_controller | [-0.12894802141209424,33.5662520238718,-305.00681134588956]
robot_main , [MAIN_LOOP] 567993642330 | robot_frequency | [151.61222134062473,61,152.55687973126194]
robot_main , [CONTROLLER] 567993642330 | speed_controller | [0.0,0.0,0.0,-0.12918580874075472]
robot_main , [CONTROLLER] 567993642330 | stability_controller | [-0.12918580874075472,32.9399267049845,-271.8111040506058]
robot_main , [MAIN_LOOP] 567993642382 | robot_frequency | [151.83117231962802,69,152.55687973126194]
robot_main , [CONTROLLER] 567993642382 | speed_controller | [0.0,0.0,0.0,-0.12918580874075472]
robot_main , [CONTROLLER] 567993642382 | stability_controller | [-0.12918580874075472,32.32516203596612,-525.3734105443816]
robot_main , [MAIN_LOOP] 567993642435 | robot_frequency | [151.9102383340059,77,152.55687973126194]
robot_main , [CONTROLLER] 567993642435 | speed_controller | [0.0,0.0,0.0,-0.12924112395166276]
robot_main , [CONTROLLER] 567993642435 | stability_controller | [-0.12924112395166276,31.75176493024305,-576.5824860027653]
robot_main , [MAIN_LOOP] 567993642487 | robot_frequency | [152.0659197561143,85,152.55687973126194]
robot_main , [CONTROLLER] 567993642487 | speed_controller | [0.0,0.0,0.0,-0.12924112395166276]
robot_main , [CONTROLLER] 567993642487 | stability_controller | [-0.12924112395166276,31.138200438790925,-550.9610528078258]
robot_main , [MAIN_LOOP] 567993642539 | robot_frequency | [152.17888561947575,93,152.55687973126194]
robot_main , [CONTROLLER] 567993642539 | speed_controller | [0.0,0.0,0.0,-0.1295905171547024]
robot_main , [CONTROLLER] 567993642539 | stability_controller | [-0.1295905171547024,30.53507771556898,-559.0569491539295]
robot_main , [MAIN_LOOP] 567993642591 | robot_frequency | [0,0,152.28176173751234]
robot_main , [CONTROLLER] 567993642591 | speed_controller | [0.0,0.0,0.0,-0.1295905171547024]
robot_main , [CONTROLLER] 567993642591 | stability_controller | [-0.1295905171547024,29.729805139858083,-226.8166398163977]
robot_main , [MAIN_LOOP] 567993642643 | robot_frequency | [153.53411708008682,8,152.28176173751234]
robot_main , [CONTROLLER] 567993642643 | speed_controller | [0.0,0.0,0.0,-0.1295905171547024]
robot_main , [CONTROLLER] 567993642643 | stability_controller | [-0.1295905171547024,29.15927384266683,-470.44779333877426]
robot_main , [MAIN_LOOP] 567993642695 | robot_frequency | [153.51112777476257,16,152.28176173751234]
robot_main , [CONTROLLER] 567993642695 | speed_controller | [0.0,0.0,0.0,-0.12967517309010554]
robot_main , [CONTROLLER] 567993642695 | stability_controller | [-0.12967517309010554,28.62465932965369,-515.5609517961586]
robot_main , [MAIN_LOOP] 567993642748 | robot_frequency | [152.58611853550795,24,152.28176173751234]
robot_main , [CONTROLLER] 567993642748 | speed_controller | [0.0,0.0,-0.274658203125,-0.14724255334152667]
robot_main , [CONTROLLER] 567993642748 | stability_controller | [-0.14724255334152667,27.876030531723572,-324.01382568845736]
robot_main , [MAIN_LOOP] 567993642801 | robot_frequency | [152.55257635129342,32,152.28176173751234]
robot_main , [CONTROLLER] 567993642801 | speed_controller | [0.0,0.0,0.0,-0.12980175744308917]
robot_main , [CONTROLLER] 567993642801 | stability_controller | [-0.12980175744308917,27.34699855320553,-443.9196635501949]
robot_main , [MAIN_LOOP] 567993642853 | robot_frequency | [152.71016923034685,40,152.28176173751234]
robot_main , [CONTROLLER] 567993642853 | speed_controller | [0.0,0.0,0.0,-0.12980175744308917]
robot_main , [CONTROLLER] 567993642853 | stability_controller | [-0.12980175744308917,26.81406944472232,-427.9853209339112]
robot_main , [MAIN_LOOP] 567993642906 | robot_frequency | [152.62435249097499,48,152.28176173751234]
robot_main , [CONTROLLER] 567993642906 | speed_controller | [0.0,0.0,0.0,-0.12980175744308917]
robot_main , [CONTROLLER] 567993642906 | stability_controller | [-0.12980175744308917,26.160335338907235,-196.73377495133244]
robot_main , [MAIN_LOOP] 567993642958 | robot_frequency | [152.71072414731165,56,152.28176173751234]
robot_main , [CONTROLLER] 567993642958 | speed_controller | [0.0,0.0,0.0,-0.12989197624015333]
robot_main , [CONTROLLER] 567993642958 | stability_controller | [-0.12989197624015333,25.673576303045973,-417.4426354068878]
robot_main , [MAIN_LOOP] 567993643010 | robot_frequency | [152.6379135263645,64,152.28176173751234]
robot_main , [CONTROLLER] 567993643010 | speed_controller | [0.0,0.0,0.0,-0.12989197624015333]
robot_main , [CONTROLLER] 567993643010 | stability_controller | [-0.12989197624015333,25.226363041323488,-455.2831446272679]
robot_main , [MAIN_LOOP] 567993643063 | robot_frequency | [152.7354512525893,72,152.28176173751234]
robot_main , [CONTROLLER] 567993643063 | speed_controller | [0.0,0.0,0.0,-0.12989197624015333]
robot_main , [CONTROLLER] 567993643063 | stability_controller | [-0.12989197624015333,24.593370614772812,-189.62950527002462]
robot_main , [MAIN_LOOP] 567993643116 | robot_frequency | [152.40897745501235,80,152.28176173751234]
robot_main , [CONTROLLER] 567993643116 | speed_controller | [0.0,0.0,0.0,-0.12989197624015333]
robot_main , [CONTROLLER] 567993643116 | stability_controller | [-0.12989197624015333,24.140631569805837,-272.75111691018446]
robot_main , [MAIN_LOOP] 567993643169 | robot_frequency | [152.42256229410225,88,152.28176173751234]
robot_main , [CONTROLLER] 567993643169 | speed_controller | [0.0,0.0,0.0,-0.1300815307505295]
robot_main , [CONTROLLER] 567993643169 | stability_controller | [-0.1300815307505295,23.69307078218088,-283.47119434616917]
robot_main , [MAIN_LOOP] 567993643222 | robot_frequency | [152.33753962679734,96,152.28176173751234]
robot_main , [CONTROLLER] 567993643222 | speed_controller | [0.0,0.0,0.0,-0.13020484766873824]
robot_main , [CONTROLLER] 567993643222 | stability_controller | [-0.13020484766873824,23.122141393693713,-191.03636596488775]
robot_main , [MAIN_LOOP] 567993643274 | robot_frequency | [152.28551427942023,3,152.3842201871832]
robot_main , [CONTROLLER] 567993643274 | speed_controller | [0.0,0.0,0.0,-0.1302846006969962]
robot_main , [CONTROLLER] 567993643274 | stability_controller | [-0.1302846006969962,22.693175956508853,-347.4963648567141]
robot_main , [MAIN_LOOP] 567993643328 | robot_frequency | [153.14938753194096,11,152.3842201871832]
robot_main , [CONTROLLER] 567993643328 | speed_controller | [0.0,0.0,0.0,-0.13033550252521353]
robot_main , [CONTROLLER] 567993643328 | stability_controller | [-0.13033550252521353,22.259051251863724,-327.72865155562954]
robot_main , [MAIN_LOOP] 567993643381 | robot_frequency | [150.83507270840624,19,152.3842201871832]
robot_main , [CONTROLLER] 567993643381 | speed_controller | [0.0,0.0,0.0,-0.13044368049128796]
robot_main , [CONTROLLER] 567993643381 | stability_controller | [-0.13044368049128796,21.72961083744118,-160.5664564842424]
robot_main , [MAIN_LOOP] 567993643434 | robot_frequency | [151.58841668599396,27,152.3842201871832]
robot_main , [CONTROLLER] 567993643434 | speed_controller | [0.0,0.0,0.0,-0.13044368049128796]
robot_main , [CONTROLLER] 567993643434 | stability_controller | [-0.13044368049128796,21.332318482392203,-338.4036452429426]
robot_main , [MAIN_LOOP] 567993643487 | robot_frequency | [150.93627805726535,35,152.3842201871832]
robot_main , [CONTROLLER] 567993643487 | speed_controller | [0.0,0.0,0.0,-0.13044368049128796]
robot_main , [CONTROLLER] 567993643487 | stability_controller | [-0.13044368049128796,20.829219362115968,-180.10334953970025]
robot_main , [MAIN_LOOP] 567993643539 | robot_frequency | [151.36301509836113,43,152.3842201871832]
robot_main , [CONTROLLER] 567993643539 | speed_controller | [0.0,0.0,0.0,-0.13044368049128796]
robot_main , [CONTROLLER] 567993643539 | stability_controller | [-0.13044368049128796,20.463208912661077,-333.71535764313205]
robot_main , [MAIN_LOOP] 567993643592 | robot_frequency | [151.49378476674443,51,152.3842201871832]
robot_main , [CONTROLLER] 567993643592 | speed_controller | [0.0,0.0,0.0,-0.1305515545526473]
robot_main , [CONTROLLER] 567993643592 | stability_controller | [-0.1305515545526473,19.99307729475188,-178.70957650911078]
robot_main , [MAIN_LOOP] 567993643645 | robot_frequency | [151.65087557269578,59,152.3842201871832]
robot_main , [CONTROLLER] 567993643645 | speed_controller | [0.0,0.0,0.0,-0.1306471094754802]
robot_main , [CONTROLLER] 567993643645 | stability_controller | [-0.1306471094754802,19.643155459687872,-319.42052371944703]
robot_main , [MAIN_LOOP] 567993643697 | robot_frequency | [151.68583743504936,67,152.3842201871832]
robot_main , [CONTROLLER] 567993643697 | speed_controller | [0.0,0.0,0.0,-0.1306471094754802]
robot_main , [CONTROLLER] 567993643697 | stability_controller | [-0.1306471094754802,19.20392641445665,-312.69817465317846]
robot_main , [MAIN_LOOP] 567993643749 | robot_frequency | [151.855446098881,75,152.3842201871832]
robot_main , [CONTROLLER] 567993643749 | speed_controller | [0.0,0.0,0.0,-0.1306471094754802]
robot_main , [CONTROLLER] 567993643749 | stability_controller | [-0.1306471094754802,18.86566824851993,-305.48380735800936]
robot_main , [MAIN_LOOP] 567993643801 | robot_frequency | [151.8810635192493,83,152.3842201871832]
robot_main , [CONTROLLER] 567993643801 | speed_controller | [0.0,0.0,-5.140625,-0.4606128406523772]
robot_main , [CONTROLLER] 567993643801 | stability_controller | [-0.4606128406523772,18.44874940000325,-341.15889314972344]
robot_main , [MAIN_LOOP] 567993643854 | robot_frequency | [151.8661747613006,91,152.3842201871832]
robot_main , [CONTROLLER] 567993643854 | speed_controller | [0.0,0.0,-49.046875,-3.325504183530719]
robot_main , [CONTROLLER] 567993643854 | stability_controller | [-3.325504183530719,18.06681981324883,-1192.9425629295959]
robot_main , [MAIN_LOOP] 567993643907 | robot_frequency | [151.9295529440506,99,152.3842201871832]
robot_main , [CONTROLLER] 567993643907 | speed_controller | [0.0,0.0,-99.96875,-6.772446645283983]
robot_main , [CONTROLLER] 567993643907 | stability_controller | [-6.772446645283983,17.222431532019037,-209.93574135180995]
robot_main , [MAIN_LOOP] 567993643959 | robot_frequency | [153.49978602023654,6,151.94641102997164]
robot_main , [CONTROLLER] 567993643959 | speed_controller | [0.0,0.0,-99.96875,-7.052683955820189]
robot_main , [CONTROLLER] 567993643959 | stability_controller | [-7.052683955820189,17.03475393025988,-277.41457698211025]
robot_main , [MAIN_LOOP] 567993644011 | robot_frequency | [153.37790325027316,14,151.94641102997164]
robot_main , [CONTROLLER] 567993644011 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644011 | stability_controller | [-7.143015625,16.783322926047166,-395.5256741733876]
robot_main , [MAIN_LOOP] 567993644063 | robot_frequency | [153.4139083328813,22,151.94641102997164]
robot_main , [CONTROLLER] 567993644063 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644063 | stability_controller | [-7.143015625,16.602516636475958,-441.8758310361171]
robot_main , [MAIN_LOOP] 567993644116 | robot_frequency | [153.2115137943146,30,151.94641102997164]
robot_main , [CONTROLLER] 567993644116 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644116 | stability_controller | [-7.143015625,16.265052482657687,-280.754854086409]
robot_main , [MAIN_LOOP] 567993644168 | robot_frequency | [153.24920115600034,38,151.94641102997164]
robot_main , [CONTROLLER] 567993644168 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644168 | stability_controller | [-7.143015625,16.11074265617207,-364.1858705290633]
robot_main , [MAIN_LOOP] 567993644220 | robot_frequency | [153.29320036418702,46,151.94641102997164]
robot_main , [CONTROLLER] 567993644220 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644220 | stability_controller | [-7.143015625,15.770235296955796,-309.93555129065476]
robot_main , [MAIN_LOOP] 567993644273 | robot_frequency | [153.05347831081633,54,151.94641102997164]
robot_main , [CONTROLLER] 567993644273 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644273 | stability_controller | [-7.143015625,15.509592140095917,-350.08333299490744]
robot_main , [MAIN_LOOP] 567993644326 | robot_frequency | [152.74727118146188,62,151.94641102997164]
robot_main , [CONTROLLER] 567993644326 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644326 | stability_controller | [-7.143015625,15.136565967825062,-372.38416869312186]
robot_main , [MAIN_LOOP] 567993644378 | robot_frequency | [152.84335655219405,70,151.94641102997164]
robot_main , [CONTROLLER] 567993644378 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644378 | stability_controller | [-7.143015625,14.863272604509834,-438.5032484797454]
robot_main , [MAIN_LOOP] 567993644430 | robot_frequency | [152.8169865664409,78,151.94641102997164]
robot_main , [CONTROLLER] 567993644430 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644430 | stability_controller | [-7.143015625,14.866665513793066,-480.82096530911673]
robot_main , [MAIN_LOOP] 567993644484 | robot_frequency | [152.5896030749516,86,151.94641102997164]
robot_main , [CONTROLLER] 567993644484 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644484 | stability_controller | [-7.143015625,14.725209718449012,-273.08432554737146]
robot_main , [MAIN_LOOP] 567993644536 | robot_frequency | [152.61424317060917,94,151.94641102997164]
robot_main , [CONTROLLER] 567993644536 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644536 | stability_controller | [-7.143015625,14.708819589471245,-495.7581504092974]
robot_main , [MAIN_LOOP] 567993644588 | robot_frequency | [152.67915385332213,1,152.5736418387229]
robot_main , [CONTROLLER] 567993644588 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644588 | stability_controller | [-7.143015625,14.657905953745791,-301.78579259195834]
robot_main , [MAIN_LOOP] 567993644644 | robot_frequency | [147.2391957767554,9,152.5736418387229]
robot_main , [CONTROLLER] 567993644644 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644644 | stability_controller | [-7.143015625,14.723452947020807,-430.22541045740866]
robot_main , [MAIN_LOOP] 567993644696 | robot_frequency | [150.07346764716584,17,152.5736418387229]
robot_main , [CONTROLLER] 567993644696 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644696 | stability_controller | [-7.143015625,14.445172392486056,-158.18096539071084]
robot_main , [MAIN_LOOP] 567993644748 | robot_frequency | [150.8808229058873,25,152.5736418387229]
robot_main , [CONTROLLER] 567993644748 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644748 | stability_controller | [-7.143015625,14.06785523196259,-342.4176999637045]
robot_main , [MAIN_LOOP] 567993644803 | robot_frequency | [150.06034054855175,33,152.5736418387229]
robot_main , [CONTROLLER] 567993644803 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644803 | stability_controller | [-7.143015625,13.805959054368476,-322.2852619171966]
robot_main , [MAIN_LOOP] 567993644855 | robot_frequency | [150.59760315458047,41,152.5736418387229]
robot_main , [CONTROLLER] 567993644855 | speed_controller | [0.0,0.0,-99.96875,-7.143015625]
robot_main , [CONTROLLER] 567993644855 | stability_controller | [-7.143015625,13.686899719464497,-319.89102557837106]
robot_main , [MAIN_LOOP] 567993645194 | robot_frequency | [150.670552236277,42,152.5736418387229]
robot_main , [CONTROLLER] 567993645194 | speed_controller | [0.0,0.0,0.2068805694580078,-0.7781668291559878]
robot_main , [CONTROLLER] 567993645194 | stability_controller | [-0.7781668291559878,12.932627224880898,-23.828140763921823]
robot_main , [MAIN_LOOP] 567993645253 | robot_frequency | [145.27311865744846,44,152.5736418387229]
robot_main , [CONTROLLER] 567993645253 | speed_controller | [0.0,0.0,0.0,-0.7913037453165713]
robot_main , [CONTROLLER] 567993645253 | stability_controller | [-0.7913037453165713,10.992373335046176,-177.30496270645676]
robot_main , [MAIN_LOOP] 567993645338 | robot_frequency | [139.9743193136805,46,152.5736418387229]
robot_main , [CONTROLLER] 567993645338 | speed_controller | [0.0,0.0,0.0,-0.7913037453165713]
robot_main , [CONTROLLER] 567993645338 | stability_controller | [-0.7913037453165713,10.500604286804052,-158.44152736717047]
robot_main , [MAIN_LOOP] 567993645422 | robot_frequency | [135.14353127470318,48,152.5736418387229]
robot_main , [CONTROLLER] 567993645422 | speed_controller | [0.0,0.0,0.0,-0.7913037453165713]
robot_main , [CONTROLLER] 567993645422 | stability_controller | [-0.7913037453165713,9.927423432416184,-105.63853289727794]
robot_main , [MAIN_LOOP] 567993645486 | robot_frequency | [131.0723346085846,50,152.5736418387229]
robot_main , [CONTROLLER] 567993645486 | speed_controller | [0.0,0.0,0.0,-0.7913037453165713]
robot_main , [CONTROLLER] 567993645486 | stability_controller | [-0.7913037453165713,9.61491889768454,-145.1883691366186]
